"gene","Compartment","log2FoldChange"
"g22806","A",-6.21600275788798
"g29357","A",-3.23288516959188
"g2248","A",2.19455263645552
"g20089","A",-2.97213734806956
"g11476","A",-2.26929283379994
"g4412","A",-2.67560671548478
"g16937","A",2.31794512379441
"g19917","A",5.3425057580329
"g6820","A",-2.16745281765263
"g22248","A",-5.64316678791305
"g29581","A",-2.21630970425225
"g7186","A",12.0145475718536
"g6795","A",12.2176035082346
"g18403","A",-2.82226693565799
"g11289","A",-3.30711597738068
"g5885","A",-2.29747060298556
"g23829","A",3.42760874690899
"g16269","A",-8.72057178878564
"g20465","A",11.833409129649
"g4818","A",-2.18468722692801
"g17108","A",1.7303330868074
"g26833","A",-3.96866813686588
"g1755","A",6.51518806014147
"g2119","A",3.25397268878697
"g19921","A",-3.24227997324032
"g20114","A",4.91919413935698
"g3159","A",4.27550207423999
"g14605","A",-11.9745692859435
"g972","A",-5.02078145594364
"g11894","A",-2.1287378011581
"g27462","A",5.30225831528766
"g16789","A",2.92492029348676
"g16110","A",-2.08743403864388
"g23333","A",2.27563349434994
"g6181","A",-1.94732598945595
"g4098","A",6.5435222509954
"g14258","A",-2.17476945939993
"g23349","A",2.69614775167175
"g1965","A",-2.65464219840606
"g11349","A",5.2735211522723
"g11698","A",-1.94012171988938
"g6073","A",-2.38713936535822
"g25241","A",-2.09767390764364
"g29503","A",3.75400450698175
"g7285","A",3.13373812544612
"g21007","A",2.54344938123019
"g8343","A",-2.13007390638283
"g19602","A",-3.51975879449387
"g10052","A",2.58546086453001
"g5880","A",-2.88572671714184
"g21333","A",5.56599005997604
"g27322","A",11.3322265205814
"g16492","A",2.01569741906063
"g20783","A",5.2146042748959
"g7751","A",-2.14853552205463
"g14269","A",-2.78269978733022
"g529","A",11.2888838690394
"g4191","A",-4.95526594301162
"g4824","A",2.89783625614898
"g3132","A",-3.392873421148
"g17098","A",2.9957384304849
"g8992","A",3.21750907563018
"g5150","A",4.03659609305945
"g14482","A",-4.34809580139939
"g4817","A",2.2320479072767
"g16113","A",2.52483746379257
"g28354","A",-5.24645605250064
