"gene","Compartment","log2FoldChange"
"g1108","B",1.435253757206
"g8723","B",1.02182273469138
"g13708","B",1.35813039816151
"g3993","B",-1.19820586312106
"g2449","B",1.58722705523871
"g7494","B",-0.728572495598155
"g22747","B",1.17985191546959
"g8777","B",-1.97204299661351
"g25850","B",-0.959332218852756
"g15767","B",1.33459440759802
"g19593","B",1.96885188669255
"g27851","B",-1.2385929729923
"g9806","B",2.15937390104073
"g24579","B",1.1175124854511
"g2646","B",1.06817462952523
"g26750","B",-2.71940430635762
"g23691","B",1.14849626219338
"g2643","B",1.34959856890221
"g28071","B",0.87984107928328
"g8742","B",1.2549179063068
"g13774","B",1.59064548452477
"g15686","B",-2.26527001475998
"g4648","B",-2.25186350545528
"g13990","B",1.56074231380299
"g2788","B",-0.903099754800812
"g24577","B",1.6553633325728
"g28029","B",1.02488118504074
"g11735","B",0.979512969353029
"g6221","B",0.69814219961646
"g3991","B",-1.03161840211616
"g19413","B",1.44256199653472
"g12703","B",1.60751201094333
"g3680","B",0.871850992674672
"g9599","B",-0.796753374425088
"g25575","B",1.48692810610543
"g20529","B",-0.875136306446999
"g2917","B",-2.28071630149456
"g25750","B",-0.795143901384271
"g3398","B",-1.15710377127743
"g13023","B",1.12935382684736
"g17697","B",0.830563102249648
"g28077","B",1.04297414199449
"g13050","B",0.987173532896399
"g17746","B",-0.752009450716672
"g8716","B",-0.782429637094342
"g3525","B",1.42592920357246
"g23441","B",1.36649274391394
"g4683","B",2.00464782694232
"g25891","B",1.15292332694745
"g28674","B",0.940226197367883
"g2905","B",-1.06100156892173
"g12484","B",0.62182517833616
"g20615","B",-1.26051196075539
"g22698","B",-1.47772006646377
"g17598","B",-0.939647329196997
"g18158","B",1.68701617152821
"g13976","B",-1.11634966961385
"g27875","B",0.751522546254556
"g8703","B",1.29061556283797
"g6059","B",1.25579349864688
"g23543","B",-5.19086060865192
"g8740","B",-1.37877874806021
"g7609","B",1.99327693709584
"g15338","B",-0.785809524869534
"g4016","B",0.828901353426591
"g6154","B",-2.39568692279722
"g17653","B",-0.966406254495421
"g20594","B",-0.843201620928204
"g25376","B",0.868985145050312
"g27909","B",1.28801544217597
