"gene","Compartment","log2FoldChange"
"g14412","A",3.23276861896995
"g21038","A",6.64736111553437
"g21534","A",4.95813772603172
"g20302","A",2.23206044496981
"g6330","A",0.983219394030324
"g12777","A",-1.68567871573792
"g16236","A",1.41854594728359
"g21428","A",5.04375215662393
"g14063","A",-1.68444574947281
"g1357","A",-1.21108473531966
"g7194","A",-1.18866388367725
"g20171","A",-1.35198702497687
"g3122","A",1.47684499519996
"g503","A",0.796684180588356
"g13313","A",-0.79235335815747
"g24041","A",2.96740431648597
"g19784","A",-3.18266451160743
"g12752","A",3.07450755486631
"g5349","A",-5.86306350638516
"g19981","A",-2.09996223077569
"g22068","A",-0.825525380312355
"g3963","A",1.4545803381604
"g26832","A",-0.994790269762771
"g4853","A",1.7030548667768
"g10588","A",4.79820626769644
"g21537","A",1.81364043976384
"g1184","A",3.96290086141909
"g28461","A",-1.40939406113028
"g10855","A",4.76734899174379
"g21410","A",-1.63875350186025
"g27072","A",3.15890473862571
"g27035","A",1.45921421106774
"g7170","A",5.35913352291239
"g19804","A",-2.51095498079036
"g21542","A",-1.97805594332068
"g18460","A",5.41487093626138
"g7489","A",1.80706992335421
"g10260","A",-2.48495115178024
"g24060","A",2.57886039222746
"g2227","A",5.0298898879712
"g5263","A",-1.78628965269426
"g5643","A",1.97443871428695
"g23166","A",1.96895758099848
"g21163","A",1.66462081354192
"g16114","A",1.16316084284543
"g20853","A",-5.58942239512215
"g16891","A",1.56389926399065
"g18522","A",2.45861303113758
"g24051","A",4.74523303088668
"g4059","A",4.17564997991837
"g3182","A",1.315460040619
"g8930","A",-1.01223513742101
"g26234","A",1.81444184021732
"g10533","A",1.07710467301713
"g10728","A",4.9817994710666
"g25140","A",0.936418823040477
"g17424","A",-1.06359700031821
"g4094","A",4.62247173624551
"g800","A",-0.992563172869781
"g20942","A",1.99969218077638
"g22632","A",1.75663655989747
"g867","A",-1.11164831965587
"g15908","A",-1.39765773690198
"g19607","A",-0.980746593098268
"g21108","A",1.63901240456488
"g13334","A",2.07671487858894
"g1243","A",0.977545219085072
"g8043","A",5.55748751446547
"g21558","A",3.53474695028431
"g15977","A",-1.47726595870614
"g5404","A",-2.5622318438378
"g10876","A",-0.994069019942595
"g15021","A",4.98678546726023
"g20228","A",-1.1536468852008
"g1932","A",-1.04517515906687
"g13447","A",-1.28572693083751
"g28875","A",2.6198503851999
"g919","A",-1.28461658097946
"g24059","A",3.03099322217675
"g29745","A",-0.847540787475841
"g893","A",-1.31786915916279
"g5637","A",3.0391657813732
"g1327","A",1.03812482433734
"g1645","A",-0.712280416997675
"g20056","A",-1.00205519352334
"g10586","A",-0.912346377051144
"g5671","A",1.91240840395011
"g6824","A",-1.0780584910298
"g17835","A",0.953840382509387
"g7690","A",1.3875613627154
"g21599","A",-1.55657181069082
"g6735","A",-1.36656056611305
"g17285","A",-0.982641438408305
"g10659","A",2.74731409641811
"g4974","A",2.74344773332453
"g14942","A",-2.90767529029896
"g15847","A",1.20421103629455
"g20161","A",2.94116301152436
"g11083","A",1.20545240501691
"g16984","A",-1.82963819610823
"g10104","A",1.21270474891342
"g24926","A",-1.00708471621147
"g10944","A",4.10679558658283
"g21925","A",1.34376098569015
"g27256","A",-2.00365205263402
"g21403","A",0.884059341609509
"g26992","A",1.56887239464089
"g22759","A",-0.56318896838416
"g10499","A",2.31043576837144
"g1322","A",4.23599263608132
