,TPM_trimed_0h,TPM_trimed_16h,TPM_trimed_48h,TPM_control,TPM_Early,TPM_Late
g17812,51.62873694,9.098062163,18.15183695,16.73830281,17.53957523,22.53623542
g17813,1.006324537,1.018622893,2.933441156,8.298074878,5.998353541,8.962067123
g17814,14.90727346,0.583760542,5.527680086,115.4074368,104.8303797,42.40654404
g17815,4.592505054,1.106961805,38.62227516,17.04326032,11.71818019,14.81755876
g17816,15.65984594,1.254919851,12.11970246,68.77042631,51.10172678,38.96297996
g17817,8.965874108,1.559369748,3.818745079,11.90778922,9.446187584,16.37358645
g17818,56.36867681,82.76466933,210.4604778,427.1809438,355.2330818,598.8967575
g17819,40.65374178,10.58309391,5.575493077,41.59849747,40.81467552,42.71142922
g17820,11.27031051,52.46446148,73.06299009,164.2707322,113.2068532,119.8370851
g17821,93.79714023,626.1556775,446.1759275,215.5113474,325.9113113,84.32901931
g17822,8.269510881,14.48226636,16.99772792,18.23312322,17.28200564,22.01737822
g17823,4.342808314,20.6366041,15.89757637,148.8510986,102.4506892,95.45221199
g17824,34.59332953,22.47135003,38.92254984,34.61463883,37.01890607,47.39764849
g17825,103.7818135,143.3028285,359.4169477,210.6714935,206.0741133,237.1652519
g17826,6.54246584,3.978716999,2.019625043,9.978958736,7.711913826,5.952681264
g17827,16.74997622,7.365996241,6.564356434,13.72393161,11.06755519,7.692975398
g17828,14.01970532,1.951488418,5.687190525,23.20618708,9.598252542,23.31109546
g17829,7.066653844,6.092141659,2.856459896,8.042721398,5.62652678,7.300054601
g17830,22.81972612,9.467310313,6.49153809,17.1590101,12.19049844,14.48450808
g17831,11.29312873,14.33762905,15.48338635,44.39983462,22.34114311,38.37503162
g17832,17.53651661,5.218930752,19.23321967,16.92906003,14.46140946,12.85807893
g17833,2.82267017,5.9683662,6.642730881,22.15586875,16.0454294,23.58766052
g17834,0.209501004,0.28239493,0.098473638,9.120682654,6.042740288,5.352173206
g17835,19.2752446,80.90767246,61.28759266,174.3027936,103.2673884,86.28903975
g17836,1.439315998,0,0.302531357,2.522530125,1.128597083,0.787988355
g17837,638.5957537,25.46805235,168.0551717,37.26433053,52.39817485,63.35418444
g17838,38.61762196,15.4647771,14.59932015,49.29826007,39.03884421,54.95132548
g17839,47.58222465,46.40784638,12.71934257,18.43614095,16.86935033,13.09738926
g17840,46.84926895,17.49667609,13.01634548,11.14821343,8.2593743,6.320383089
g17841,19.78472352,19.57968406,6.985295601,61.81660883,32.24866623,24.44622404
g17842,4.547659629,3.845824883,3.873377655,30.83346088,25.71082289,24.46567365
g17843,2.655074697,3.026161219,9.724022447,8.642680005,4.689600377,7.858817534
g17844,853.9958706,985.4633549,1023.82622,897.9201961,912.883854,870.9082383
g17845,1.125492743,0.013712993,0.19074019,3.021641394,1.133680889,2.128173199
g17846,47.57004403,37.88920038,139.8083754,191.0605667,157.8484956,294.3019928
g17847,12.61850744,106.5477773,285.3859486,60.23730609,54.9805822,53.10645854
g17848,15.58374959,2.617971481,65.21144504,14.35111429,14.97942386,14.29638983
g17849,21.64162309,30.2704646,5.402102776,17.34369717,9.890845704,11.62403105
g17850,2336.640527,876.161436,583.9476606,529.4782876,499.3062929,658.0147506
g17851,6.49155515,0.794568158,4.724737345,12.48108726,11.24074547,21.06780708
g17852,67.39779659,52.15137475,41.77292567,125.2634693,77.40881009,87.50035965
g17853,0.311028341,0.148393729,1.393183932,0.946429579,0.893506124,0.667050569
g17854,72.18157228,927.9703487,552.0123427,286.0348979,254.8350329,561.1503865
g17855,0.364146952,2.138838946,7.277486822,2.950172855,1.889422379,1.667575501
g17856,2.129989293,15.48359241,28.77450677,41.04143829,34.52409054,30.21050127
g17857,0.891759595,2.65629934,5.384250109,19.36270397,12.54711296,16.72193945
g17858,2.056709966,4.710441196,7.04971587,8.57007031,5.460124321,9.953978289
g17859,79.5487203,29.88933195,5.748847757,35.5351781,22.27962986,29.85217131
g17860,3.379816431,4.551288192,5.889067377,10.61515684,7.056838514,11.54139704
g17861,7.805866063,6.047938946,13.28722578,6.268456839,5.252563353,6.565894863
g17862,25.17434617,21.28641846,29.31076247,117.4905924,87.3245662,127.082407
g17863,12.08067584,5.506799547,7.545905145,14.38045177,10.60776004,11.33477856
g17864,1490.155567,2544.372302,1083.229155,2173.138657,2151.738382,1347.85484
g17865,61.49057422,70.00325452,191.6222554,161.7267325,158.7023543,127.1509807
g17866,15.84168106,1.780543519,1.134589918,1.819092124,1.286243915,1.518621074
g17867,1.539750789,1.554570582,1.401675277,2.904729546,1.82706049,2.161010547
g17868,6.78784604,7.030034878,7.110267605,16.38916916,9.098235411,13.40299946
g17869,91.53077542,520.6272526,980.0720146,246.6439118,355.8495265,145.0215791
g17870,0,0.010038072,0.017207581,0.032032175,0.012940003,0.025941369
g17871,0.074207887,0.16098202,0,0,0,0
g17872,6.825637591,7.916987872,54.93793188,47.04246868,75.85921945,83.18887857
g17873,93.72855176,22.74096239,8.746141059,14.19432885,12.45558305,17.76893748
g17874,0.474134109,0.427558566,1.020556109,2.556710347,1.257249614,2.017642548
g17875,290.9029636,798.0136686,968.9155028,2087.817636,910.3985697,1586.754266
g17876,18.30839907,1.373196158,14.08504978,42.25541625,19.1497583,25.75732106
g17878,63.63691505,213.0968057,51.2309119,181.5906528,140.3908681,99.83313191
g17879,9.855824073,17.48827272,22.63642603,32.08306102,29.90196412,58.95416616
g17880,2.269905731,3.879422736,6.301775355,26.55398911,17.32997357,27.69485326
g17881,1.166206596,2.944459722,2.24572337,2.757839189,1.904212998,1.741797536
g17882,0.23953815,1.128538276,1.710878339,2.761462717,2.079660972,2.771435062
g17883,1.711590738,5.138192243,1.269864757,26.9452831,26.98924152,17.6900606
g17886,561.8452713,1341.441642,398.2012649,459.2899228,507.9281372,409.5779544
g17887,11.35579984,56.07933612,49.63084681,116.095062,76.41156563,56.68786706
g17888,0.507436181,3.41779709,2.585715914,8.808550214,8.856352452,11.06980539
g17889,379.1481174,5.081583412,14.83902054,27.91179591,54.2882689,66.77255796
g17890,7.256060902,4.355585168,0.848881818,15.14180258,6.031232452,5.141600714
g17891,4.873758326,0.142662668,1.673294443,4.773235973,2.881915415,7.591993576
g17892,19.1054432,12.15407697,12.29771465,22.73228402,17.65332592,20.5776956
g17893,25.48619289,3.607911139,20.34781251,69.97033962,58.9013397,146.8611819
g17894,22.24123747,6.993338138,13.70455409,8.272156874,5.495778246,17.9356555
g17895,137.3251956,0.518419461,7.512131062,5.040979936,6.217518918,31.96727278
g17896,13.83583059,15.48937197,10.26647734,75.97952772,47.03975834,31.66100757
g17897,10.775375,60.30515017,12.3346743,21.02703413,10.13578999,11.54772657
g17898,4.865659648,0.852932537,2.563256347,2.987091074,1.356489798,1.840164882
g17899,1489.885986,254.2011384,66.01882846,171.3733696,98.6485232,93.83696954
g17900,33.26574777,22.80694848,36.47914831,27.64931918,28.6359664,44.71947485
g17901,51.83747241,45.11357515,18.24993156,42.9688443,32.42304421,28.36589838
g17902,3.45695986,7.887527822,35.75293318,60.27887613,42.38932685,52.7446893
g17903,70.74487775,0.174571411,0.230016267,2.360474463,1.410213049,4.135770204
g17904,6.361552186,1.747374354,7.960362891,15.10672346,11.82088397,21.06044574
g17905,1.489465549,0.367022815,0.790497231,3.925723703,1.556068029,5.793906322
g17906,2.447410827,0.052954481,0,0.555713093,0.180865623,0.425870825
g17907,4.813289577,0.076379074,0,0.632425202,0.252100407,0.049490893
g17908,13.16996155,3.312898932,3.93447035,11.61194868,11.11539714,18.81633752
g17909,18.6735519,6.18595684,1.863417972,21.84143516,13.95178579,14.5304958
g17910,149.1193463,9.062989173,24.97902205,104.3359446,76.4233497,177.6338802
g17911,1.475047329,0.342553561,1.913805772,1.019560216,0.542392902,0.780525259
g17912,11.3532696,79.75469368,72.43211297,80.53147061,55.03577731,50.66497475
g17913,2.040476455,1.087449673,2.504864478,10.18705708,6.883410804,8.606130969
g17914,5.138526068,0.444363592,0.198112053,1.665153903,1.261546408,0.438428791
g17915,4.418401464,1.042036802,4.382440399,6.671568135,4.871639172,2.473669804
g17916,9.242194683,2.87531653,60.34420104,287.832977,229.8341257,421.7035892
g17917,16.31573613,4.965400719,5.841193729,69.51436813,29.72890658,69.67614184
g17918,12.45931509,62.84371119,4.73092412,0.819371319,0.498769421,0.131242517
g17919,1.662792024,57.93759972,30.65795157,29.27845521,28.64434797,19.48099236
g17920,0.754871709,2.853983876,4.435578745,5.18979345,1.695618673,2.301525818
g17921,0.950175027,4.369811622,5.904319265,19.18263071,10.64272603,16.49682903
g17922,4.926741034,1.388780451,2.256977486,4.980065379,3.441666237,5.339571661
g17923,0.816541232,0.440546729,1.415410837,0.499266842,0.396603786,0.585488922
g17924,8.758591787,104.1171372,47.19848873,54.81085367,48.12853298,22.50286274
g17925,49.3454956,211.5417699,80.6983853,98.68613269,70.16970274,59.20933241
g17926,3.936130581,0.113897786,0.925320521,6.75117071,2.878113635,2.28930539
g17927,8.324628156,0.345656383,0.204346053,6.921400312,2.087835226,3.964090944
g17928,6.221635913,5.312233418,5.070592881,11.26555777,8.241774698,9.423924165
g17929,2.374212601,6.598886775,3.644469215,56.72866097,34.01000312,39.30052303
g17930,6.15884413,8.017281307,8.506399192,25.49254738,15.83429002,23.44843041
g17931,0.39952574,0,0.300052432,1.561244062,1.657871487,1.343689054
g17932,13.76928739,14.14391076,36.80927985,76.20240961,52.73672743,37.58022284
g17933,2.983678282,3.008601828,11.35103781,39.96650453,30.28578238,115.8156253
g17934,4.22126526,0.562860707,1.080892382,16.96649057,12.57499167,48.79370033
g17935,4.236451257,5.452392806,3.679396048,9.614480445,5.69657981,5.649807702
g17936,6.857697555,7.136902171,1.965586361,5.14055105,4.675135934,4.518777128
g17937,0.679938796,0,2.067629226,2.739364938,9.957192088,16.35104176
g17965,4.449999226,1.873651422,1.44122086,28.41260457,24.94045646,21.16414908
g17966,1.69159874,16.96200086,24.75591606,0.753490124,1.208272731,0.537431332
g17968,0.044739051,0,0,0,0,0
g17969,90.2265026,32.73792597,67.2008264,1.521250489,3.79186781,2.978496607
g17970,12.20829815,8.277498357,6.503811975,16.50537067,11.06205836,11.70668607
g17971,1.364196379,0.328387784,5.551108468,13.14329057,7.062990434,43.42463069
g17972,95.00757961,127.1357025,107.0433298,282.9408921,202.8462616,459.1256822
g17973,3.285016253,8.497547172,38.24755091,23.23022188,16.34451676,23.04408457
g17974,23.31653803,53.5501943,78.01449633,32.60600713,32.83590857,25.37244999
g17975,25.92623773,26.09128071,20.08732518,32.16578908,24.91714071,21.50264055
g17976,2.977835537,1.16784875,2.306565573,25.19963362,12.03753854,26.97053459
g17982,90.78874068,30.07446612,61.9345397,33.34179928,20.16091571,31.25370439
g17983,26.85554964,25.46988685,53.66622015,316.5423887,213.7816547,181.4396265
g17984,96.88292763,341.7668057,164.4726985,53.65733716,244.8214517,43.49016476
g17985,2.008753752,7.198040089,6.42807093,0.417450707,16.35957556,0.819859326
g17986,56.89002573,0.436203795,0.650690299,1.491400849,1.594920282,0.863019799
g17987,187.5974682,97.56177715,10.27428233,66.9955286,55.80391167,34.9042437
g17988,2.385617616,0.75171021,1.017773405,2.242315331,0.687893477,0.984924375
g17989,20.91535766,7.551120851,2.326318893,15.17602855,10.07028282,11.10006689
g17990,11.09741169,81.34869737,57.44608615,214.0934648,158.8616244,194.3471634
g17991,2.334162877,0.981660247,0.935739541,3.337003377,3.071880303,5.775968812
g17992,0.287175264,0.16567685,1.080082735,4.589890516,8.002418263,11.15881097
g17993,1.197276099,0,0,0.550182345,0.174497864,0.526269497
g17994,1.55147915,0,0,0.207453364,0.043732715,1.184480442
g17995,4.902112546,7.986362021,7.414146413,10.01529755,8.168818311,13.18502987
g17996,15.44127779,11.59300921,20.39138957,15.4610176,8.780388349,10.82518442
g17997,6.769989818,24.67596741,36.5490918,47.75181931,37.30091059,50.34190504
g17998,32.74212159,29.42208061,18.13819637,54.83203655,40.80487085,26.90761728
g17999,1.345175939,0.811183925,1.075435125,3.446533012,1.492900859,0.134225301
g18000,2.514950195,45.65886011,75.81173251,33.20890865,313.3449863,6.848792118
g18001,2.684671336,54.40405844,100.0683479,40.14557922,386.9018612,10.29361699
g18002,0.384335983,0.30375864,0.718307338,2.8721602,1.225866249,1.204896332
g18003,0.891694927,0.27358153,0.516267825,3.1361139,2.087002865,3.835103207
g18004,19.87453186,10.53040008,19.14700101,175.7076104,118.9813839,191.5561475
g18005,25.89326553,6.879215805,10.67991187,21.10700373,17.6135062,27.44715867
g18006,2.554144302,0.057195425,0.719464984,1.375750745,0.392238239,2.372784597
g18007,31.29753989,22.23518959,31.56252918,51.51234342,44.08250831,63.32275094
g18008,50.19026176,10.79304474,9.64861206,5.97835739,7.428328352,7.01358745
g18009,28.12247583,107.033437,76.38822204,68.75024042,73.4396549,72.71998467
g18010,17.00193322,109.8120827,79.63258739,341.2658547,257.479987,266.9718499
g18011,6.652310822,8.462483927,4.845160523,15.95601781,16.48744595,18.43653499
g18012,29.3422571,22.23462038,17.66375276,43.38959734,48.10400818,60.02868003
g18013,10.66952482,13.10743744,71.89731503,37.42728078,32.59680634,25.53156746
g18014,1.177844406,3.312503847,3.358639456,25.15043772,15.75438012,16.55078941
g18015,0.185591473,0.15682069,0.528730536,4.137593005,1.545078941,1.521298998
g18016,0.908874688,0.918391019,1.893520044,28.0563937,22.92510511,13.48200514
g18017,18.80487609,18.80848749,20.91511691,90.26085787,54.0974592,56.09570225
g18018,1.0035443,0.439391498,0.872128774,3.090520668,1.974878127,2.671417069
g18019,3.805508129,2.631210486,2.199369714,7.936592635,6.569267235,13.33333421
g18020,50.61665918,34.14905258,38.4635655,101.112493,98.54235399,151.7629802
g18021,32.79267445,21.12923365,16.56524996,31.99480286,22.87072921,28.72635635
g18022,1.892003057,2.245144281,4.905714661,20.62815706,14.79530161,16.30370737
g18023,7.629445418,12.10876269,7.992172678,26.99398961,20.97468554,26.65563976
g18024,103.8961561,60.78717223,9.720510609,84.83628254,69.11624466,46.10370943
g18039,3.18672291,7.577763624,6.403149381,22.91315702,14.03767033,18.65380089
g18040,7.321698012,9.322011994,11.96571091,17.69576107,14.45388024,19.07957708
g18041,2.947035475,2.865123741,2.737445406,7.686030469,4.658612395,12.10402946
g18042,2.029469208,12.26541943,9.092752123,42.49564884,43.73411213,31.43218809
g18043,22.79005898,16.05260762,26.02831428,40.14018332,24.37376424,25.87838198
g18044,7.757637723,5.923310658,1.803699609,9.998961719,9.063849658,2.240135778
g18045,211.7452428,138.398978,106.4010904,206.1440535,148.9915399,164.5168479
g18046,0.755700673,0.477700049,2.478163139,6.743513368,4.54134639,5.388052055
g18047,3.001846627,21.4985593,39.37705204,45.55111486,33.96618836,30.54719037
g18048,81.31653391,17.00962593,60.67838291,76.66528521,55.65400543,86.58502158
g18049,6.388513197,1.902303757,3.166004786,4.667647338,2.925196877,4.089196323
g18050,34.00079483,76.91067936,22.5674922,29.97270546,34.10720069,6.658219414
g18051,2.597269597,8.026161996,7.945820535,11.1550645,7.882051703,11.19617821
g18052,190.8696792,114.769373,32.36539843,238.179366,165.1573855,96.4711568
g18053,1.133512679,3.825684734,6.617311777,15.9017335,8.217132587,15.34566743
g18054,6.483730793,7.100437553,12.94561608,80.25815795,51.03243086,74.80993149
g18055,1.186974666,0.048708362,0.767114413,2.203567029,0.976698309,1.647491558
g18056,127.834682,49.52849277,133.3536506,79.41454763,160.196843,88.5614375
g18057,2.779166712,14.62077631,21.63186635,73.69908507,70.03821446,134.4002663
g18058,0.668105688,1.071282747,0.82459338,3.795252498,4.285296926,4.861917279
g18059,6.49836666,0.571143537,0.454947296,2.544511866,2.304005133,2.540249662
g18060,3.259179665,0.816764443,0.478833849,1.94708861,1.431062251,1.979535978
g18061,5.976143625,0.123645889,0.144537452,4.076877328,3.735893074,5.392613553
g18062,29.66788996,0.164637298,0.515246612,2.82628379,2.766435875,3.306576377
g18063,0.680658494,0.042858477,0.211795801,3.349247844,3.478839556,5.08266624
g18064,3.596959895,8.53649074,8.533747678,12.23697804,6.322937593,7.848122915
g18065,23.52883461,24.34202725,24.29222642,64.89548548,53.41487896,58.04264494
g18066,9.129239354,13.94395001,14.99748009,27.90106521,22.70113743,31.99482762
g18067,19.52582039,31.08807047,31.47776337,222.9274062,147.6881633,203.3373936
g18068,12.3533393,58.02049409,24.92130727,123.7356816,135.4721661,91.30112428
g18069,54.30648427,30.4212034,37.57859659,74.3915693,61.46974841,84.87177961
g18070,13.72982835,0.435740765,2.462931843,8.72456948,9.046672385,10.42383186
g18071,3.708881066,2.167786025,1.998371477,15.10312359,11.28994229,8.28095384
g18072,30.49860465,33.46237997,25.90227587,63.26323384,56.45846913,57.24375769
g18073,8.696026904,4.597781416,2.455663316,12.6554697,12.48808493,10.99202564
g18074,5.056053299,3.549319157,3.021470392,6.380596246,6.975039087,7.077679529
g18075,18.14681507,6.897514153,4.666907617,7.554204493,8.517718734,4.58330083
g18076,0.415092532,0.235167979,0.454583229,3.31988329,3.366097028,2.489447142
g18077,133.4988424,0.050621238,0.640866194,4.0948078,2.488076261,6.774944705
g18078,6.852472518,10.02420579,7.283023095,21.63299317,15.02827292,15.06196713
g18079,0.012411334,0,0,0,0,0
g18081,0.366522073,0.237572952,0.128419063,8.993499768,6.218422682,8.969186724
g18083,1.226123112,0.774681509,0,8.791244863,6.411058807,9.791427014
g18084,3.796667865,2.902864152,0.262388926,10.64037847,8.108230713,8.318208122
g18085,31.92806079,84.28686423,50.14995714,35.50829557,58.78861207,39.66023311
g18086,75.49703737,36.47886144,19.40532845,93.93096377,50.47813511,27.30140602
g18087,3.693385363,0,0.33574437,2.636829546,0.791970737,1.308295272
g18088,0.470989984,0.070090945,0.031083191,0.586817656,0.500280792,0.093719215
g18089,4.418307325,1.357421421,1.482901677,11.03354505,7.643720501,6.906191433
