,TPM_trimed_0h,TPM_trimed_16h,TPM_trimed_48h,TPM_control,TPM_Early,TPM_Late
g3991,20.57404638,12.70553254,8.779584142,23.63412131,9.219004085,14.00190395
g3992,34.58751849,29.45694168,6.600776237,40.32401095,21.72271182,25.1145412
g3993,11.53735517,6.81492612,2.001325658,37.34202846,13.0970432,17.27139736
g3994,50.17986818,20.22434525,5.994392462,58.9488097,23.64762218,32.33692482
g3995,0.384223382,0.203300352,0.102480372,3.62408937,1.266318077,2.137528902
g3996,6.604047113,2.517294101,6.945630178,7.647828609,3.285874412,3.849969245
g3997,11.25364681,40.76190172,55.21179837,46.80609098,34.15677651,27.95763924
g3998,22.77554611,44.05122206,44.47242393,94.75347917,53.43182781,46.21560209
g3999,15.49637706,2.217141122,3.436865829,2.197067739,1.989810747,1.530285108
g4000,13.48843437,10.29986571,12.54423991,14.83975035,13.97878767,8.081517793
g4001,30.80794459,146.1403196,78.6063763,179.1862209,503.9063318,73.51113759
g4002,19.53817396,9.986311526,4.869777644,10.23628072,11.31883043,9.800561437
g4003,12.75792052,7.181861273,5.393382675,11.85062506,12.33458996,6.233256633
g4004,9.754900762,6.863690998,15.32403549,34.29045732,24.00926187,22.60232238
g4005,23.05762938,34.01176746,47.8377986,30.82150038,24.81805978,35.04888995
g4006,25.77609714,0.650292599,0.499928959,2.352835387,0.903601592,0.973424705
g4007,25.25772897,18.02835508,19.48984174,31.28690019,23.5296928,26.38399957
g4008,17.62328256,68.71514767,27.61262189,87.95086328,63.82405939,45.18145139
g4009,13.93383397,5.389491739,3.449425194,15.3032976,11.95538308,15.26933356
g4010,56.01663348,31.39248123,44.23499591,10.78283242,5.685864249,6.790725207
g4011,7.563540965,8.185514387,9.74818202,11.58786137,7.931479584,10.6041558
g4015,12.52968539,10.6181749,2.673903129,118.3279015,77.92554905,24.32930351
g4016,54.05350088,19.45891701,15.76401174,4.912713579,7.361899925,6.809100387
g4017,3.019190274,0.051812326,0.416735354,1.804393426,1.653441236,3.052721014
g4018,6.321924102,3.097345184,3.523588696,46.08108655,45.35846141,74.09030338
g4019,6.341462384,2.854374486,0.787401308,0.12324555,0,0.015460506
g4020,5.691211733,0.525381244,0.843563777,3.703523139,1.885618622,3.965317544
g4021,667.8987274,0.089271237,0.079178128,0.224545946,0.06194074,0.119714458
g4023,0.20418528,0,0,0.841379498,0.172878574,0.25521312
g4024,0.548282385,0,0,0.790288288,0.536461959,0.288876191
g4025,6.912971417,0.760472759,1.430251783,1.909107618,2.072514583,2.518420765
g4026,691.7839605,0.18164863,0.404924974,0.231596022,0.059541501,0.359143373
g4027,2.051008146,0.026807557,0,0.198555915,0.058524033,0.057833571
g4028,6.476082838,0.332400085,0.842612118,3.165755463,2.425055821,4.973053592
g4029,0.317552303,0.016353893,0,0.596953104,0.075484862,0.147983459
g4030,0.554594782,0,0.063686755,0.874924096,0.19349813,0.864943757
g4031,100.7067773,29.40420107,34.41226169,5.642678351,4.152995637,6.276290553
g4032,6.427847258,0.61941785,1.09758457,1.356487112,1.183063459,1.511420201
g4033,1.064991265,0.033674518,0.029521624,0.602437781,0.287409783,0.827882704
g4058,0.070126798,0.219220819,0.128130498,1.058291625,0.922305335,1.434339212
g4059,1.193829202,0,0.186646788,5.54571361,10.11576692,12.67911502
g4060,2.447613363,0.951363257,1.142448014,8.536332459,0.946282719,1.552374794
g4061,14.12323211,3.382318536,5.325837554,4.818913007,3.188406418,3.652923056
g4062,3.219541438,2.538986257,2.491186887,5.802962704,3.627125724,8.010668018
g4063,67.31810026,5.144193726,20.99842244,26.10319699,26.83450873,74.72821599
g4064,2.130695239,2.990894084,11.21537592,12.79192438,12.17105467,10.30095427
g4065,0.862949929,0.216848388,3.462380262,0.636240428,0.410389192,0.454764989
g4066,13.47137013,9.972526756,1.10309282,0.311176609,0.288288712,0.14346348
g4067,1.343181316,1.552057951,0.626850274,0.045219276,0.116255173,0.046748654
g4068,0.701639406,0.006020191,0.052659787,0.430345903,1.406969107,0.202481087
g4074,0,0,0.023022324,0,0,0
g4075,0.052024491,0,0.036467934,0.079189748,0.103500272,0.036758796
g4076,1.041073432,2.621497971,2.237270232,0.956183239,1.155016109,0.519894281
g4077,12.72761734,11.62227735,17.43707555,22.33447684,17.82409698,24.23314361
g4078,2.994461656,52.58424548,68.270927,39.87054005,30.46458725,26.67220113
g4079,0.039093745,0,0,1.104185808,1.213260283,0.893292837
g4080,0,0.105168109,0.184396603,0.131831582,0.141034301,0.68065664
g4081,26.76152452,40.47569267,48.14144928,17.89808551,53.87977556,27.82295988
g4082,0.918249068,0.614862937,1.175760328,3.817865135,3.781847233,4.304309191
g4083,4.783123044,1.532781478,2.860617461,5.829863172,6.054336931,5.117169044
g4084,0.181186963,0,0.085612709,0,0.256848166,0.883672656
g4086,0,0.110633734,0.145771626,2.908629158,2.437259269,2.111486026
g4094,0.539412743,0.576085656,0.083702592,2.949140371,2.709587442,0.885148877
g4095,41.2986967,41.0745827,39.08962379,15.59645915,18.26154823,7.244921161
g4096,0.042440812,0,5.429054447,0.762997853,0.48650526,1.635806934
g4097,5.284434601,0.174720181,0.226341885,6.339709977,1.955299716,7.910671369
g4098,2.646311846,0.033460979,0.024116256,3.066070755,1.727572975,3.549683717
g4099,873.644034,304.2097476,68.88075408,160.1063065,154.0091988,138.2849795
g4100,10.47231061,8.577233265,11.91567528,9.514940895,8.248801398,11.44454856
g4101,3.059237169,0.406441444,0.863929068,2.523631028,1.858391583,2.179771946
g4102,0.923679151,0.034524884,0.030267119,3.471268204,2.421409445,4.241334682
g4103,62.08380015,0.529390687,12.01152637,0.537116259,0.354277324,0.173703331
g4105,0.607334185,0.198754118,0.211016102,3.203859509,4.476236741,3.675336541
g4106,394.2919568,696.5433296,905.141183,584.9033964,554.63585,529.0650359
g4107,12.30691656,0.435697103,0.259061663,1.838806802,0.497060768,1.256378551
g4108,53.10936154,16.1335275,23.96861707,20.19024189,16.63988385,23.03945672
g4109,54.37033993,1.12002315,1.933936626,1.493935196,1.7244587,2.264685783
g4110,86.6933935,38.64966993,47.49086214,61.76892709,68.71323724,71.96993848
g4111,11.48489367,39.35756741,38.81737651,125.0956666,88.69452704,81.6289554
g4112,15.01932539,8.929222373,6.16092043,9.545207813,8.60631548,8.886640294
g4113,10.57599637,4.385268921,4.133913777,6.153110555,5.856378512,5.629947338
g4114,8.472727073,2.213165542,3.176091077,4.913708258,4.094098915,5.033137634
g4115,41.60695901,117.0133001,113.0608073,58.72490965,71.01971841,71.58583077
g4116,1.157553049,0.042204077,1.596344372,13.08014775,13.98590462,17.60623228
g4117,12.4602776,7.322028982,14.55606603,10.57106821,9.652608185,16.48032235
g4128,0.624747605,0.031160715,0.167717987,0.27924911,0.231966776,0.083574244
g4130,0.131580548,0,0.005640367,0.024194973,0.042304404,0.00833776
g4132,288.9510193,310.8872017,105.9190136,40.67351188,276.4880695,96.68676077
g4133,0.648064711,0,0.138563922,1.945322169,0.788688907,1.022354861
g4134,19.33840124,41.04256211,94.99097378,110.0205188,113.6643734,113.0548456
g4135,1.786770647,0.510653004,0.919770147,3.219741543,2.319192235,2.797420781
g4136,1.92080849,0,0.04374372,1.135238464,0.425869971,0.580838143
g4137,3.868061964,3.842922769,1.421011004,0.174123952,0.108724044,0.158831987
g4138,3.869951274,0.576890486,2.608619345,3.675867155,3.040402426,4.453154173
g4139,2.786560077,4.06580566,6.514315009,0.015068098,0,0
g4141,0.664474388,0.046358397,0.291572651,13.10676828,10.82975608,14.59014758
g4142,570.4078164,548.0576394,226.4102129,92.48393163,711.7025082,199.0310587
g4143,0.774540698,0,0.287567188,2.246144758,0.384970902,1.193773808
g4144,0.607486136,0.985002025,1.222032436,2.403053381,3.476948342,1.994042479
g4149,0.652002845,2.063068325,0.09154971,0.032453906,0,0
g4150,0,0,0.067335838,0,0,0
g4155,0.111383162,2.082240694,0.243155354,1.376408714,0.674905986,1.512933431
g4161,1.333925051,2.497294312,0.384241836,0,0,0
g4162,6.759513446,76.47525665,58.52429458,5.302990559,8.655945807,8.037452921
g4165,2.04511644,0.619452572,1.251651731,38.61310846,17.40118103,34.91272461
g4166,19.37398801,0.34172847,3.740101835,12.28188732,13.06481018,9.552984302
g4167,7.877371915,13.17985455,10.1959853,16.51124029,14.44045548,18.59558987
g4168,15.93769156,19.79571998,21.20612638,16.56950383,17.48575079,22.01845144
g4169,8.631551433,3.988702962,7.229423115,8.128865553,5.487585556,6.96969083
g4170,3.63607217,6.841046686,11.02573308,10.61777378,6.521878135,8.921597327
g4171,0.696521231,0.322960151,0.345848807,0.035234348,0.009198478,0
g4172,1.092756483,0.545177756,14.20463043,1.491784804,0.949597708,2.459336381
g4173,2.8238411,13.62762893,20.97400358,9.824050296,7.596013691,7.620338394
g4174,19.33920807,16.91630459,21.19506847,21.40682644,17.69006397,13.73380434
g4175,3.76473281,0.77184366,0.932178834,4.170264624,3.418437205,3.270713417
g4176,5.811697685,3.542571307,3.260811229,9.631554092,6.661161002,6.897864668
g4177,34.43130004,11.68205182,12.73760755,19.95456613,14.6013134,22.29254067
g4178,20.76435376,23.94745759,5.160937989,24.51922889,39.62637848,35.2604242
g4179,0.290654679,0.028542493,0.049765867,0.416318048,0.227064611,0.332253969
g4180,6.384889557,0,0,0.108603921,0.232703633,0
g4181,31.8877925,0.419358792,2.127898257,10.27516072,12.0141287,8.756231334
g4182,12.91571882,17.83837506,34.07397658,19.65399669,34.01645053,52.9490195
g4183,0.714607939,0,0.037201152,3.654046768,0.528247491,1.376570203
g4184,0.923680783,0,0.148891667,34.4063972,5.334247416,15.8251001
g4185,0.286435914,0,0.024311956,14.68973174,11.2350139,11.81703735
g4186,7.049266883,0.676009001,3.144805004,1.151125203,0.802241002,1.083289624
g4187,10.37819466,0.887300362,21.03214558,40.79684467,48.54675605,57.23211644
g4188,0.116092333,0.58706465,0.735032705,0.236499633,0.289624202,0.729319553
g4189,0.125339331,0.052954481,0.142509873,1.399776925,1.283588614,2.233802749
g4190,0.562740348,0,0.021213769,0.256444848,0.031193423,0.125252431
g4191,0.151338245,14.01185791,5.661466083,0.256018504,0.609677291,0.14202597
g4192,1.505349074,1.563505085,0.047251463,0.82295222,0.250161622,0.142468323
g4193,0.243905527,1.033999896,0.112676566,0.494368432,1.115174973,0.339732154
g4194,266.6361585,1105.112875,172.8596579,34.07426545,125.3685855,24.34224203
g4195,145.560365,37.03452728,56.35115548,29.42519627,31.5181069,25.11588398
g4196,35.06998843,22.23305396,55.06909347,50.48473301,44.57886317,40.05226814
g4197,0.139001332,0.237572952,2.286711622,0.638020875,0.163700528,0.568391612
g4198,0.408707704,0.384057104,2.533044107,2.908149213,1.218760621,1.957547292
g4199,3.659078977,0.479998924,1.641618557,1.563452948,1.763969845,5.475266777
g4200,527.8835678,0.276525106,0.246137389,0.522877319,0.252889091,0.122191309
g4201,6.176335893,0.525381244,0.548792285,2.217769324,1.382595984,3.461265649
g4202,214.9884847,0.119566906,0.160282828,0.07518733,0.039873946,0
g4203,1.553208673,0.095672588,0.340280489,2.49672537,1.568228289,2.330366627
g4204,0.356950955,0.097308571,0.210415115,4.184014322,2.75381906,5.918840411
g4205,19.00012173,0,0.05280079,0.0366,0,0
g4207,0.718035295,0,0.084356378,0.973978592,0.737706068,2.266210947
g4208,0.724101113,0.720289948,0.641136312,3.391140712,1.910449551,3.867180534
g4209,0.314915451,0.047018303,0.209463455,3.26559473,1.883091309,3.965685286
g4210,22.62041906,0.091145694,0.079905195,0.675090112,0.303207069,1.414663567
g4211,2.485566412,0,0.040556729,0.201820947,0.030444902,0.100551549
g4212,2.313244891,0.475145905,0.884607568,1.724850361,1.729920616,4.613362977
g4241,0.120804698,0.034510908,0.10632964,0.493973393,0.270393086,0.340831524
g4242,13.17681817,3.391977319,5.470575453,2.782936608,1.774596684,2.326227432
g4243,4.642175791,3.244670117,2.870556669,8.445104608,5.165896588,9.830018539
g4244,70.14197385,5.502751975,27.24491054,42.17650794,44.27758859,124.2679309
g4245,2.750606193,2.557012849,15.12461119,16.39108809,13.52937022,11.21069187
g4246,0.121411228,0.131882838,5.481756656,1.207309347,0.664261191,0.454764989
g4252,0,0,0.014556973,4.681113559,1.777587503,22.31203152
g4253,7.814643149,6.911140059,4.6828186,4.274496899,2.807961206,3.080186695
g4254,14.14925065,3.047342491,2.219972019,5.274253853,3.739899096,6.242748505
g4255,8.618370479,0.219673774,1.354262034,2.175454117,1.588187489,1.383753785
g4256,0.228524098,0,0.266336249,0.619939417,0.120682494,1.434711592
g4257,1.385127042,0.041492729,0.035969867,0.773853602,0.528512411,1.234551338
g4258,16.48743218,0.440844979,9.038181472,0.64792894,2.019904815,1.095191248
g4259,51.67422622,7.898383812,6.746156576,8.174251622,6.657428517,9.688736408
g4260,8.836758825,2.589724459,3.003909338,7.137369237,4.137730717,8.228378646
g4261,0,0,0.028581373,0,0.022359096,0
g4269,31.89350929,51.62976508,47.1791601,40.44087471,32.78429928,28.22629817
g4270,6.050754965,3.953335868,14.06312345,3.445363294,3.363164024,2.960667142
g4271,75.80386809,135.6078433,96.35706118,66.99989833,55.51616917,42.85392309
g4272,3.94695934,1.04352396,24.37316522,7.375274598,14.35877618,4.948192969
g4273,33.29005973,37.02037768,56.61728412,40.32224534,30.65090537,39.47517271
g4274,127.9696414,247.1344178,302.8176406,121.0925475,98.9674467,143.3143955
g4275,40.72340139,15.48740003,33.34977186,6.783720206,7.228492076,8.882486741
g4276,13.17786654,34.18498496,51.54156385,18.18414541,18.19593571,23.02575198
g4277,6.403345405,11.75788066,49.73155916,21.27295992,13.32779356,39.77051401
g4278,53.70502247,20.03110589,30.20518749,16.56757941,19.53432702,16.51202199
g4279,31.52495593,6.146552748,8.567903836,5.886298474,4.297418126,8.347407463
g4288,2.81026177,0.175860265,0.2593274,41.4491825,15.46218068,24.4480901
g4289,0.684356562,0.863504124,2.764345122,2.241021396,1.2700805,3.313244957
g4290,0.684451098,47.45582043,46.1664237,17.22438255,6.965864847,14.84990218
g4291,0.609904028,0,0.171123213,14.40518849,8.385662026,10.08648904
g4292,4.984079041,4.255697642,9.212623509,4.689856601,10.6991688,8.165092994
g4295,1.886322715,1.161983183,1.205805807,0.854752662,2.741403593,2.958163101
g4296,3.166028602,5.718042135,14.31551138,2.701830663,6.361803971,5.263764912
g4297,0.484907445,0.395781458,0.252802881,13.02672724,6.679823148,8.914679104
g4298,0.172415032,0.24341682,0.865904736,26.11612753,11.85034685,12.58876981
g4299,0.138158703,0.074060599,0.033018676,0.115875222,0.173843924,0.683044135
g4300,0.504155822,0.193848304,0.560279723,0.94327169,1.522861148,3.635493098
g4301,18.77996728,0.051699995,0.686858904,1.369257581,1.679995036,0.884694655
g4302,4.76011099,7.431570605,16.81063451,19.9802412,13.14353302,13.75232639
g4303,56.48974398,10.1584939,36.35059836,10.78503123,7.713577974,9.716406951
g4304,66.91927264,12.81952386,77.51652015,27.58418153,19.12499499,21.20579682
g4305,89.70306772,128.1523538,249.7271023,129.1548753,123.2359644,198.2508961
g4306,2.274779311,13.06873863,19.55450609,9.53926369,8.093044839,8.176857225
g4307,0.318589454,5.202074967,12.67030392,7.521339246,4.859717116,7.411753552
g4308,64.19403717,25.44788857,13.56237133,34.24585839,21.77780828,25.09820581
g4309,37.37787633,14.8751537,10.72086655,8.541460491,6.253748348,7.421993026
g4310,4.353852821,0.109062869,0.410590599,0.429774128,0.254564937,1.291484666
g4311,24.05647775,0.402225392,0.981956812,1.363897379,1.182257166,2.395236093
g4312,249.3227374,70.43974526,25.69267042,19.96274706,36.42353712,64.29979316
g4313,2.146980317,0.889940314,3.896541293,0.828640668,1.047699903,2.77448371
g4314,7.826119181,8.508213752,15.83296014,10.56505885,9.377749624,12.79644842
g4315,28.38787686,17.96199396,22.23525463,11.93932194,12.57032287,14.21754147
g4316,0.467358966,0.0707781,0.99284365,1.697485663,1.388671011,0.895807636
g4317,22.72604694,23.34295938,16.40504914,38.17361403,21.19340641,27.59778869
g4318,1.584868319,0,0.038674465,0.248500018,0.030254883,0.291689861
g4319,7.944050469,1.692696126,4.214069714,4.371864353,2.569643341,4.260023654
g4320,14.68235969,7.686584804,12.18183763,14.53010216,11.0688688,21.7126527
g4321,12.5145078,8.600626816,17.38739497,18.92470636,12.90269937,21.22689554
g4322,29.47164657,15.27753118,20.03529426,17.72887153,10.51406303,14.76791494
g4323,6.636355862,12.56511745,3.175551553,13.61594031,10.56069121,8.278376718
g4324,0.802629018,1.823574127,1.277846205,6.265196255,4.531112742,5.483511877
g4325,2.325917017,0.794396621,176.7902023,3.028508289,8.267782413,10.17448044
g4326,9.719447393,1.33663919,73.65438083,4.570366011,5.94039928,9.501858513
g4327,2.571808975,22.42894602,58.94452649,17.88316209,19.56326641,20.34902881
g4328,8.039053706,16.87095045,32.95015659,13.78190449,9.711701833,8.941457879
g4331,0.324495447,0.043361286,0.076464975,1.659367812,1.191249335,3.281688189
g4332,4.713529996,8.685119414,10.50727233,20.7550203,13.64044428,13.20794453
g4333,0.20521137,0,0,1.292644871,1.421677215,1.537864992
g4334,7.28619794,55.570461,76.77203587,31.91421255,27.6201565,25.67087393
g4335,0,0,0.123351189,44.14761323,19.73806231,27.93404435
g4344,0.023294581,0.024834856,0,0,0,0
g4345,0.450114827,0,0.207931071,1.207250444,1.339009784,0.15541877
g4346,2.057829143,2.312770949,2.450336235,6.252697156,4.104998118,4.134482218
g4347,9.179842418,4.619343075,3.426762666,5.833169603,3.917029841,4.369079308
g4348,21.79334001,10.34458607,4.476036319,11.78717121,8.545620767,5.864488823
g4349,134.3452344,83.53921946,367.6204039,112.617248,118.9553068,130.8903993
g4350,142.9630075,438.365778,1942.375071,286.0076391,277.3046337,332.9266094
g4351,1.760162246,10.28807496,16.79446474,10.00601978,7.185785361,13.80566124
g4352,4.157793082,1.820764271,3.753923047,1.105844072,0.352549793,0.799329768
g4353,0.184965928,0,0.266342697,2.666355895,0.59981001,1.057004347
g4354,0.021293328,0,0,1.382145125,0.682683185,0.365314222
g4355,0.446391866,0,0.176464383,0.253566826,0.12289144,0.284199351
g4356,0,1.740690473,17.73547326,4.080018724,3.106906526,3.689816067
g4357,0.731172252,0.346460556,0.123459074,0.703218867,0.235031109,0.460323061
g4358,0.31485572,0.044289946,0.039491859,2.433097276,1.777203129,1.923581746
g4359,14.99400115,15.49757112,5.753058796,16.3357785,13.60769077,13.62550435
g4360,5.735782074,1.988816467,1.202126853,2.708915625,1.498134476,1.795018653
g4361,0.449078521,0.93065137,5.363008311,0.413814571,0.447798633,0.355936736
g4377,0.037067022,0.688675867,0.781524548,1.811854282,2.263307472,3.235681848
g4378,0.187876467,2.15413269,3.842973148,2.359920245,2.453799869,1.578075857
g4379,5.604631977,10.15009331,21.97991049,0.257599743,0.213824184,0.104736788
g4381,0.160064843,0.034351392,0.089001269,0.778924442,0.271937983,0.355875835
g4383,3.804604836,9.267448135,36.28733527,0.115795185,0.081847485,0.081460872
g4396,0.08316319,0,0.075117711,2.034075685,1.563873868,2.269517875
g4398,0.296879766,0.085858973,0.177940483,1.055313529,1.44031808,2.425471773
g4399,0.079440495,0.084693225,0.076831918,0.053257692,0.174016674,0
g4401,11.62518134,2.485324281,2.111863872,3.940026511,1.061593724,5.981625803
g4402,33.03466494,295.9703054,67.50735306,61.29097231,50.61676121,37.08527582
g4403,28.32013796,47.55164022,44.53651478,28.158883,37.47603971,36.15339945
g4404,17.69410855,9.661237013,8.775337757,22.45177762,15.46120696,20.54374884
g4405,12.72761969,4.831776967,6.779521283,2.343884558,1.202779088,2.129050625
g4406,2.215292416,0.373856787,1.655138925,0.964764506,0.355820782,1.112693749
g4407,2.571604054,0.463583969,1.457863257,1.134371497,1.830839955,1.707793563
g4408,73.99508297,12.95065541,7.810523165,4.663460015,5.066162924,7.676494733
g4409,10.4314956,0.66084649,2.74152299,1.791862011,1.640357546,1.096925991
g4410,2.300754786,0.104937566,3.893882865,0.973221525,0.673854796,4.388048174
g4411,103.3142399,33.71033293,90.8939075,6.963774166,21.14269936,22.70347623
g4412,19.66108139,53.42290587,69.31656109,15.19431211,10.84679171,3.645110578
g4413,5.639946962,2.591124555,2.530224604,1.409046262,1.313752756,0.471784157
g4414,9.463443874,22.9641124,10.52080628,22.72381319,22.09014935,8.380591153
g4415,2.550618418,9.00852043,7.540706713,0.03241949,0,0
g4416,4.048521345,3.40054444,6.635562144,3.540215706,2.586002855,4.275368726
g4417,44.58127515,29.15360081,30.12199588,17.73944906,17.48016062,23.61962555
g4418,4.038535582,3.037444562,9.920269437,2.904355831,2.353524603,2.79997681
g4419,5.142436658,1.594788501,7.423611686,5.561801922,6.792204832,13.05182948
g4420,14.93496566,48.81452043,35.90297536,27.56065876,18.19687631,22.66524907
g4421,4.88795689,80.01781758,189.292257,37.87626041,67.51325736,44.48734026
g4422,7.187767836,1.30065776,2.870044472,3.271789641,2.037077306,4.575720062
g4423,63.00320288,26.83400226,9.636955974,28.01911279,18.07763639,14.74720075
g4424,1.972315863,2.291208025,1.358342641,8.643582192,5.555207984,6.569064993
g4427,0.713105317,0.107967861,0.095197358,4.021184398,2.023202786,2.273658586
g4428,22.30637899,1.716875078,2.495391671,2.036829299,3.268459737,5.323264741
g4429,6.328288566,0.324282808,0.477906092,0.847065405,0.490431751,0.96322371
g4430,3.983659635,9.020699221,2.403057437,33.62275732,20.64147973,14.10883305
g4431,0.581058723,0.435065963,0.442142074,1.359665123,1.212378786,1.360103574
g4432,9.429281817,1.988725468,0.718865011,0.77344394,0.590979573,0.806700371
g4433,6.671267345,37.29385913,55.36834801,45.1484951,43.51228847,68.38245021
g4434,480.8856407,69.40243985,115.8528992,8.06452498,7.805578271,40.63651473
g4435,44.5509426,33.63115079,24.15465832,16.6943933,14.0091601,18.40482837
g4436,1.441599582,0.997346331,1.019640575,1.434622234,1.030894443,2.657767219
g4437,2.29858058,3.248459336,2.524398849,1.785825601,1.136546541,2.901638544
g4443,0,0,0.019300772,0.826184649,2.121884629,3.786966109
g4444,69.82452107,54.92341415,51.44184668,30.77313908,43.99229952,24.48647298
g4445,3.557314791,0,0.27792042,0.481096749,0.542372683,0.414105375
g4479,27.92433974,2.792029474,1.28167932,4.741852568,2.147199957,2.909505226
g4480,2.018785146,0.222573758,0.314691093,0.815835866,0.709710511,2.569121645
g4481,0.525978305,0.066901767,0.022215691,0.182838185,0.101878882,0.248690491
g4482,236.3425095,128.5168926,14.85090352,67.8621711,57.49359198,43.43725643
g4483,37.7160482,23.49392884,14.52915628,14.17057543,12.66556744,12.75670365
g4484,25.00628696,8.049309225,9.733666748,5.267614104,5.789110915,10.7878152
g4485,1.172899113,1.63322268,2.053047809,2.428633802,1.697416711,2.214088966
g4486,7.452424507,0,0.846420518,0.325361849,0.2485421,0.432894165
g4487,98.86164844,27.58529035,43.49308108,26.2032408,35.50500166,50.12326044
g4488,25.09089983,8.545527187,6.28521572,9.552933674,6.492020731,10.35212411
g4489,184.3368489,87.28094586,58.51538704,71.01532447,46.59655407,52.18642837
g4490,11.34050157,44.52933626,6.532973235,17.7853647,14.5250912,1.681650677
g4491,4.977012573,8.85507029,8.02385233,18.90136305,17.1355998,21.56031714
g4492,2.677376759,2.683095372,1.967864147,31.19382256,3.218955771,13.27479171
g4493,4.848496549,8.954774799,3.885103034,5.108174396,3.265519676,4.869598262
g4494,6.272395131,21.16190448,12.45192319,18.69023362,19.52443465,23.91275931
g4495,22.5886477,22.42545922,7.617555189,59.08198846,50.92240474,40.09865384
g4496,2.402371087,0.024070166,0.041732645,0.149026614,0.015514335,0.062386408
g4497,5.891705079,50.5478535,25.18576887,30.47541714,24.28757547,24.12172795
g4498,2.550513929,1.358932308,2.63487095,4.998836861,3.15293134,2.914568823
g4499,8.272923249,3.462237918,9.576973542,1.594378484,1.571713989,2.313380178
g4500,5.672436843,0.548653006,3.628574841,4.271160606,1.655825366,4.848058743
g4501,279.3775486,187.9138526,211.4771131,508.9183044,462.471317,390.8844519
g4502,25.66008702,30.77096424,41.11112662,15.6706065,17.29764906,17.21587399
g4503,14.67661348,23.90931666,19.01629208,16.55151093,12.91709646,14.79096643
g4504,79.23135493,5.439608984,6.709030617,7.865651728,5.350881258,5.35649272
g4505,10.91783936,9.46005107,13.08776557,10.72432192,9.435262875,11.91665027
g4506,58.9684748,13.31884462,21.77597657,9.7385134,10.95762426,14.81608923
g4507,5.355105954,4.814481802,13.76459099,25.3532091,21.41000198,26.86004646
g4508,54.02878747,26.76891526,24.60345068,13.02137668,10.9507965,12.61169497
g4509,11.35640182,6.755596717,11.06875489,19.36890535,11.55876416,8.388691991
g4510,13.09481232,23.55398463,41.53095405,23.16895065,20.208647,22.29979518
g4511,3.769878529,5.867672482,5.073324617,4.972504161,3.061909406,3.559832549
g4512,1.855275958,3.536843615,4.41103963,7.003650735,3.959550618,9.035249425
g4513,3.378711692,0.101833323,0.472148896,3.309634257,1.290607359,6.901643183
g4514,27.93518183,6.499259175,2.163683428,34.67144384,17.44556115,21.8984394
g4515,7.610488478,20.31752097,13.94250438,35.99524032,17.15823648,27.57004753
g4516,1.660066002,0,0.143722158,0.70617463,0.378293184,1.1864947
g4517,3.551748816,2.018489888,1.711894365,5.030037134,1.801691285,3.857778916
g4518,2.933772865,4.222764246,4.203919722,18.54679222,9.615358906,16.20857324
g4519,24.0892771,9.682480936,8.668684155,6.748009981,7.846401116,4.303436564
g4520,0,0.113897786,0,3.657577547,1.790090454,1.678348847
g4535,0.095393071,0.489120784,0,0.244358823,0.129590325,0
g4536,4.850051728,1.199075845,3.560547411,25.72891926,18.91630997,25.41462867
g4537,4.53699255,1.27121185,1.300030414,3.085761217,1.973194448,4.556780013
g4538,3.698745658,5.34389198,7.753038557,10.8636136,9.52692343,10.62158333
g4539,0.393321792,1.891478224,2.534392993,0,0,0
g4540,0.312947403,1.079256794,0.71695675,0,0,0
g4541,0.563479678,1.485515517,1.606046461,0.044149528,0.045836148,0
g4542,1.553711703,2.452484748,2.597600068,0,0,0
g4543,1.65859556,2.072701341,1.458317821,0,0,0
g4544,8.537452135,6.4591711,8.524205792,0,0,0
g4549,0.093257996,0.114466206,0.087803014,0.322023598,0.187067543,0.26004845
g4550,5.111157496,13.20713811,26.57073542,34.16218994,25.44337407,36.4002361
g4551,0.090116687,0,0,0.121462079,0.279339999,0
g4552,0.638787653,0.028907524,0,0.180914863,0.193326577,0.151966211
g4553,0.084591926,0,0,0.315473076,0.243028368,0.120587522
g4554,0.087772231,0,0,0.267758921,0.153687882,0.183563612
g4582,6.893417075,2.038366053,5.629620924,1.918718308,1.80541269,1.397137314
g4583,3.663349509,1.061971512,1.073932336,1.095107328,0.398419997,1.571330586
g4584,3.526101194,5.471079155,7.518483977,4.247519136,3.841543797,4.915573472
g4590,0.212582297,0.192486854,0.17163407,0.125197442,0.174183172,0.337546328
g4591,3.771466289,9.32198661,21.06146698,10.60958005,8.368279008,10.90868252
g4592,0.437984109,0,0,0.116151539,0.156177947,0.10196867
g4593,0.044278013,0.046661618,0,0.147119853,0.121514184,0
g4594,2.367400696,0.348949488,0.347282393,1.902564108,0.768756603,0.917151782
g4595,1.863357324,1.951673706,0.442235005,0,0,0
g4596,0.281240786,0.162394697,0.112894887,0,0,0
g4597,6.285769766,0.404733857,0.423175746,1.932239456,1.055865889,0.359226515
g4598,2.117642195,0.054469539,0.094438813,8.937574773,0.618058675,2.114776271
g4599,4.796703059,0.703107159,5.926929869,11.90162775,4.459117268,9.609474286
g4600,25.39734355,13.71475316,5.09564179,12.29373919,8.458948116,9.637282989
g4601,67.21040192,52.05250007,59.7504647,50.25055359,40.99951432,44.03742945
g4602,75.04515014,23.44763095,93.24504995,25.21398053,28.94526576,19.78794071
g4603,3.420005847,4.667730354,4.197641653,5.098147762,3.521760256,3.740362264
