gene_id,Germinating_Cyst_vs_Zoospore,Mycelia_48h_vs_Germinating_Cyst,Mycelia_4d_vs_Mycelia_48h,Early_infection_vs_Mycelia_4d,Late_infection_vs_Early_infection
g28744,-10.1769772355282,4.40800395169282,0.0,0.0,2.21909223002818
g28745,4.54760810163441,0.0,-7.04939880868534,0.0,0.0
g28749,0.824174265959246,0.0,1.44961354152212,0.0,0.0
g28750,0.884782132229748,-1.78351813644664,1.40113434214275,0.0,-1.1058652829545
g28751,0.0,-3.0892042455238,1.46676610756998,0.0,0.0
g28752,-1.59488812825628,0.0,0.769139071635359,0.0,0.0
g28748,-2.5009527418577,0.0,0.984625257298813,0.0,0.0
g29255,-2.12161546205728,2.84668476162073,0.0,0.0,0.0
g29310,-5.82156975048798,6.79938329166588,0.0,0.0,0.0
g29336,0.0,0.0,4.718514462285,0.0,0.0
g29337,-6.0116305101036,4.4534967656836,3.63024956264755,0.0,1.31887620726281
g29348,0.0,0.0,2.92918174317208,0.0,0.0
g29439,-3.84886200271028,1.76895896543031,1.91096082311199,0.0,0.0
g29468,-1.7615341844773,0.0,1.36350638153686,0.0,0.0
g29470,-1.14703613680364,0.0,0.0,0.0,0.0
g29507,-2.3866594901185,0.0,0.0,0.0,0.0
g29508,0.0,0.0,-1.21991172411505,0.0,0.0
g29537,2.09892762135622,0.0,0.0,0.0,0.0
g29626,-3.65498049842446,0.0,-6.5099161626543,0.0,0.0
