"gene","Compartment","log2FoldChange"
"g21288","A",2.9516655385655
"g20765","A",11.0531244415871
"g27524","A",2.12755068930461
"g17257","A",7.7839775152803
"g4762","A",3.73891796571823
"g1125","A",-1.75841387512048
"g24071","A",-1.70262766454532
"g2033","A",-2.70963828224263
"g10566","A",-1.92650042742947
"g25980","A",-2.0532637812805
"g27393","A",2.50169357292154
"g12005","A",-2.36822955421036
"g11571","A",-2.62248801920173
"g12603","A",2.49604615429657
"g22056","A",-2.10028421198329
"g9082","A",-1.99980851585769
"g4723","A",-3.63252290829212
"g24042","A",7.86081907002608
"g2076","A",10.8012877462886
"g2282","A",-1.82825560824601
"g1590","A",-2.6536956780409
"g2099","A",-1.6486976073652
"g26260","A",-2.3244875018411
"g10067","A",4.76842718171478
"g25142","A",2.78489764782854
"g21993","A",-2.67240606081559
"g6899","A",3.99872493078856
"g8127","A",2.85764540948545
"g5726","A",2.17816175474786
"g29698","A",2.99919863940164
"g24924","A",-1.75390668963204
"g6744","A",4.02574291427
"g23964","A",-2.03285253284982
"g629","A",-2.07309063248481
"g6799","A",-2.49666262840918
"g17120","A",3.77355773219464
"g10288","A",-2.30243496930354
"g11991","A",1.93125729314956
"g27031","A",-2.07342745091039
"g18763","A",3.60325774191937
"g25124","A",-2.79936182092703
"g22387","A",3.24881910283832
"g18826","A",-3.03830129237835
"g5712","A",3.31233681448569
"g22341","A",-2.41019639076633
"g19950","A",-2.96694671124445
"g22708","A",2.25889858284396
"g5413","A",7.72890246005661
"g20649","A",2.50384095470343
"g15837","A",4.32729985038772
"g28457","A",3.03288283974567
"g452","A",-2.1157412234614
"g5885","A",-1.97662336452468
"g4867","A",4.41781368153227
"g17251","A",3.1006003174116
"g3327","A",-2.42429017557313
"g21305","A",-3.09199577314817
"g10264","A",2.13944123643018
"g16913","A",-2.48462886543879
"g6897","A",2.92011652686377
"g14980","A",-3.58492267177528
"g15939","A",-1.54523590446124
"g18646","A",-1.93116678509903
"g17081","A",-2.10101341277823
"g1853","A",2.42415145684039
"g11403","A",4.12503022845077
"g9043","A",-1.60314876040813
"g16486","A",-1.94932739917755
"g10504","A",10.8451314883914
"g6749","A",4.57151137456896
"g5862","A",2.23570903567761
"g5397","A",-2.06159072570832
"g15887","A",1.77053051659498
"g16844","A",2.35172090643479
"g25185","A",-2.48499950436061
"g6451","A",3.82106440671373
"g20889","A",3.12340061809512
"g17256","A",7.53056374080461
"g17909","A",-2.02244589790912
"g147","A",3.05721063113573
"g26232","A",-2.33717571323958
"g21164","A",3.46979054950129
