,TPM_trimed_0h,TPM_trimed_16h,TPM_trimed_48h,TPM_control_96h,TPM_Early,TPM_Late
g8851,1.903022857,-0.136308891,-1.036989056,0.013541921,-0.435552961,-0.307713869
g8852,1.984093817,-0.826594576,-0.437112528,-0.155335844,-0.231167357,-0.333883512
g8853,1.988354431,-0.625309558,0.028135822,-0.538997062,-0.448638268,-0.403545365
g8854,1.410911343,-1.02134766,-0.273036285,-0.647695368,-0.550213273,1.081381242
g8855,0.067892184,-0.85703121,-0.165073964,-0.574368178,-0.405209255,1.933790423
g8856,-0.435425709,-1.184363619,-0.911217083,1.344756815,0.412285427,0.773964168
g8857,-1.640091753,-0.711038421,0.282262462,0.411890758,1.130490958,0.526485996
g8858,-1.52163003,0.416645653,-0.511361301,-0.370170388,0.729242015,1.257274051
g8859,-0.937010558,-0.699670519,-0.795196465,1.448339028,0.034180458,0.949358055
g8860,1.961211669,0.073846186,-0.257441004,-0.507067429,-0.541321628,-0.729227794
g8861,1.848665771,-1.11568422,-0.570304596,-0.100786236,-0.017470166,-0.044420553
g8862,-1.100795011,-0.962629814,-0.513636923,0.641256881,1.363434145,0.572370722
g8863,-0.920279372,-0.967518701,-0.663050159,0.458845706,0.610925831,1.481076695
g8864,0.897196148,0.299392348,1.267658167,-0.424257333,-1.364721765,-0.675267566
g8865,2.039271053,-0.452136938,-0.345549046,-0.430051875,-0.446411039,-0.365122154
g8866,-0.319145732,-1.259761145,1.062869104,0.24090706,-0.883603694,1.158734407
g8867,-1.509518183,0.51914711,-0.784072874,1.006051447,-0.130448205,0.898840705
g8868,0.404876009,-0.405523704,-0.219444841,1.825032133,-0.753418494,-0.851521103
g8869,1.766141324,-0.890031305,0.516937601,-0.620854941,-0.648549183,-0.123643497
g8870,-0.03160514,-0.250321165,-1.638928585,1.448191575,0.380014257,0.092649057
g8871,-0.470404021,-0.514445507,2.019857839,-0.12439053,-0.409730312,-0.500887469
g8872,-0.527210909,-0.035124767,1.985154025,-0.434653889,-0.267344602,-0.720819858
g8873,2.002177401,-0.31351534,-0.060964433,-0.571167567,-0.577847528,-0.478682533
g8874,1.853027278,-0.525407896,0.465760092,-0.617475672,-0.606019874,-0.569883929
g8875,0.410678005,-1.26750599,1.705007802,-0.455036671,-0.32576406,-0.067379086
g8876,1.860545481,0.353150195,-0.913599178,-0.342766536,-0.438274593,-0.519055369
g8877,-1.196327151,1.492170509,-0.687043886,0.859282143,-0.128486982,-0.339594633
g8878,0.280242174,-0.809232748,-1.391100885,0.381895374,0.061080622,1.477115463
g8879,-1.462078308,-0.018626886,1.637228354,0.287472414,-0.21066305,-0.233332525
g8880,1.759318117,0.228645979,-1.081583203,0.2064473,-0.454226099,-0.658602094
g8881,1.433062425,-0.871635608,-1.069115312,0.96015776,-0.127977933,-0.324491333
g8882,-0.279871238,-0.893868845,1.845084677,0.337418897,-0.285658509,-0.723104982
g8883,1.995841518,0.01878164,-0.50293519,-0.497948555,-0.479179309,-0.534560104
g8884,0.521822988,-1.247626411,-0.78426139,1.525291897,-0.346310956,0.331083871
g8885,-1.535168134,0.756886665,1.179140255,-0.157926319,-0.680733979,0.437801512
g8886,1.453718165,-0.375416596,-0.770404244,1.079306089,-0.581407926,-0.805795487
g8887,-0.40616041,-0.610181791,-0.295327026,2.02261028,-0.481611156,-0.229329896
g8888,-1.013277982,-1.021526128,-0.596094183,1.272501331,0.55163863,0.806758333
g8889,-1.641292005,-0.000779485,-0.293646592,1.418191329,0.065439802,0.452086952
g8890,-1.003669791,-0.999659317,1.633027792,-0.056375562,-0.12750144,0.554178319
g8891,-0.748150073,-0.761087429,-1.080306452,1.029307889,1.236907012,0.323329054
g8892,-0.332512005,-0.086348427,1.929172319,-0.842734383,0.003288968,-0.670866471
g8893,0.307047675,-1.336987298,-0.307871437,1.613044323,0.300340677,-0.575573938
g8894,1.221441586,-0.684754648,1.326976706,-0.75583971,-0.770006559,-0.337817375
g8895,-0.445828765,-0.938810181,1.614007359,-0.609349985,-0.470066788,0.850048359
g8898,-1.105569254,-0.446613559,1.683378148,-0.492858298,-0.286170452,0.647833415
g8899,-0.17338062,-0.521355827,-1.258371626,1.758942537,0.06626769,0.127897845
g8900,-1.20384526,1.575525089,0.784624188,-0.454459628,-0.353736499,-0.34810789
g8901,-1.200394349,-0.994203196,-0.144695692,1.154615169,0.084988406,1.099689661
g8902,2.035237341,-0.46215568,-0.264661369,-0.410026219,-0.484538224,-0.41385585
g8903,2.041241232,-0.408621941,-0.407563221,-0.408621941,-0.407812187,-0.408621941
g8904,1.947653843,-0.61689607,-0.041185706,-0.782906465,-0.457158629,-0.049506973
g8905,-0.132422558,-1.21382182,-0.64191162,-0.040781185,0.294366454,1.734570729
g8906,-0.684931963,0.15959857,-1.580722786,0.99983196,0.108600009,0.99762421
g8907,-1.12036929,-1.270445329,0.45233139,0.799867418,0.004450946,1.134164863
g8908,-1.38336331,-0.453402955,1.19060657,1.14210716,-0.381759007,-0.114188457
g8909,-0.711855771,-1.086865331,-0.595048989,1.384754529,-0.01090492,1.019920482
g8910,-1.611356585,-0.440078627,1.283111446,0.747562371,-0.036633968,0.057395362
g8911,-1.191724357,-0.004264424,1.710975105,0.356409777,-0.705555005,-0.165841096
g8912,-1.342795345,0.991419923,-0.311593739,1.139981957,0.354607029,-0.831619825
g8913,-0.966372605,-0.921887911,-0.320002428,0.12871252,0.356030661,1.723519762
g8914,-1.16144287,-0.865398382,-0.30909481,0.251776801,0.507596222,1.576563039
g8915,-0.089237423,-0.938639827,-0.193953908,-0.316130347,-0.412283961,1.950245466
g8916,-0.580102386,-0.664351063,-0.26170188,-0.213908493,-0.286389562,2.006453385
g8919,-0.630721664,-0.871794044,-0.769809048,1.01447988,-0.216448208,1.474293086
g8920,-0.805119536,-1.615712145,0.813959256,0.434436343,0.267871527,0.904564556
g8921,-0.227012406,-1.546295761,0.174810917,0.222560929,-0.186886736,1.562823058
g8922,-0.492334942,-0.229152324,-1.119893504,1.572370738,0.820945516,-0.551935484
g8923,1.951071312,-0.204571262,-0.027902964,-0.241797482,-0.768049437,-0.708750166
g8924,-0.093934839,-1.123196898,-0.961795129,1.614283738,0.422379031,0.142264096
g8925,-0.676026916,-0.933962965,-0.879184593,1.204469143,0.084788574,1.199916756
g8926,-0.959472308,-0.952322441,-0.383650583,1.552079421,-0.040664058,0.78402997
g8927,-0.306948743,-0.95765444,-0.600852732,1.716220946,-0.504652127,0.653887096
g8928,1.246124664,-0.80969668,-1.36845675,0.851158129,-0.268717184,0.34958782
g8929,-1.532207919,1.266466268,0.894723836,-0.119485876,-0.026931097,-0.482565212
g8930,1.94726125,0.132499835,-0.52939294,-0.710410445,-0.582633487,-0.257324214
g8931,-0.856300394,-0.841241233,-0.856300394,1.163338902,1.198096264,0.192406855
g8933,-0.40824829,-0.40824829,2.041241452,-0.40824829,-0.40824829,-0.40824829
g8944,1.481215438,-1.274714514,-0.806103858,0.615889686,-0.283686085,0.267399333
g8945,1.979263617,-0.007481524,-0.457750597,-0.23728368,-0.61028553,-0.666462287
g8946,1.666782597,-0.710218275,-0.573527921,0.791948238,-0.775926705,-0.399057933
g8947,-1.468189489,-0.306904205,-0.679613925,1.232194529,0.504528242,0.717984847
g8948,-0.697035576,-1.069775103,-0.775661039,1.44413994,0.349959873,0.748371905
g8949,0.263610898,-1.34444643,-0.899181835,1.182032822,-0.148206896,0.946191441
g8950,1.994088842,-0.481906893,-0.201605533,-0.493021274,-0.703279237,-0.114275906
g8951,-0.870054914,-0.883879487,-0.866790731,1.299384553,0.3876642,0.933676379
g8952,0.438117367,-0.906682811,-0.857558963,1.647850918,-0.652495973,0.330769463
g8953,-1.498959345,-0.782973548,-0.128235441,0.50262288,0.793095433,1.114450022
g8954,-1.732183198,-0.613960355,0.211874432,0.55505759,0.683163727,0.896047804
g8955,-0.360564393,1.843524755,-0.807456679,-0.730665689,-0.349267598,0.404429604
g8956,1.030220201,1.218921364,-1.359141226,0.093228847,-0.253338763,-0.729890421
g8957,-0.616022411,-0.966083002,-0.626280366,1.711593746,-0.099467902,0.596259935
g8958,-0.486877455,1.163887798,1.390796237,-0.779386081,-0.779386081,-0.509034418
g8960,1.133021496,0.648296703,0.924716082,-0.902011427,-0.902011427,-0.902011427
g8961,-0.628871813,-0.654303836,-0.473342889,1.890575181,-0.496617159,0.362560516
g8962,-0.517640502,-0.615461872,-0.54533063,1.93473371,-0.50220245,0.245901744
g8963,-1.687383292,0.056025727,-0.159879435,0.382929829,0.002107465,1.406199706
g8964,-0.557858684,-1.037201498,-0.481528573,1.829843983,0.157770657,0.088974115
g8965,-0.749800012,-0.821255919,-0.814238017,1.642826916,0.120388757,0.622078274
g8966,-1.350357135,-0.590571013,0.360530321,1.468385852,0.573378689,-0.461366714
g8967,0.782978764,-1.446840251,-1.0138074,0.649204014,0.117082433,0.91138244
g8968,-0.178934249,-0.738398192,-1.499034879,0.47584988,0.788039071,1.152478369
g8969,-0.551232895,-0.496483358,1.993244667,-0.494675384,0.029803093,-0.480656123
g8970,-0.316939403,-0.121656631,1.96213165,-0.364454538,-0.918824257,-0.240256821
g8971,0.365882304,-1.079893366,-0.806925327,0.484097182,-0.548577145,1.585416352
g8972,0.771007951,-1.191633234,-0.669168921,1.54291084,-0.391692698,-0.061423937
g8973,1.729818718,-0.914668923,-0.833406412,0.033299401,-0.495025096,0.479982313
g8974,1.693574427,-1.008080741,-1.008080741,0.294759135,-0.063809757,0.091637677
g8975,1.608601041,-0.938390671,-0.928510008,0.663880336,0.068050797,-0.473631494
g8976,-0.608038546,-1.379221623,0.359016269,1.251828976,0.881469417,-0.505054493
g8977,1.307430648,-0.971713605,-0.434712013,1.230637839,-0.529448672,-0.602194197
g8978,1.995407422,-0.556270936,-0.693720724,-0.1380133,-0.413580432,-0.19382203
g8979,2.001626052,-0.633420026,-0.309071165,-0.304202257,-0.621645132,-0.133287472
g8983,-1.114532569,0.446628652,-0.713553895,1.720208454,-0.041532226,-0.297218416
g8984,0.16863187,-0.961726741,-0.978799089,0.745062178,-0.488154851,1.514986634
g8987,0.1771142,0.250604958,1.278141375,0.670249097,-1.188054815,-1.188054815
g8988,-0.574479318,0.259794286,1.918567731,-0.548531399,-0.349058146,-0.706293154
g8989,1.285024314,0.728375714,-1.517021477,0.274661211,-0.653975865,-0.117063897
g8991,-0.40824829,-0.40824829,2.041241452,-0.40824829,-0.40824829,-0.40824829
g8992,-0.681720564,-0.582422239,-0.54352491,1.933232542,0.215920615,-0.341485444
g8993,-0.753474458,-0.558856517,1.874188381,-0.544400545,-0.402967711,0.385510851
g8994,-0.522288854,-0.500245752,-0.406852277,2.031190083,-0.252823205,-0.348979996
g8995,-0.429811946,-0.631719859,-0.48814843,2.010442518,-0.108166654,-0.352595629
g8996,-0.452069416,-0.54003103,-0.394986791,2.031264116,-0.237031601,-0.407145276
g8997,-0.530305085,-0.847602277,-0.497686285,1.85788686,0.396638714,-0.378931927
g8998,-0.557285441,-0.585144565,-0.40431323,2.006394762,-0.068100871,-0.391550656
g8999,-0.484431002,-0.77060587,-0.194538283,1.883877985,0.277996198,-0.712299028
g9000,-0.035984337,-0.701877098,-0.285532804,1.967993672,-0.242722334,-0.701877098
g9001,-1.342866573,-0.401816401,-0.490800202,1.587622897,0.145100371,0.502759909
g9002,-0.489499761,-0.304321077,2.031174985,-0.410471422,-0.539442431,-0.287440293
g9003,-1.630647823,-0.563423856,1.167563604,0.148406992,0.083536072,0.79456501
g9004,-1.056745694,1.848872228,0.080704824,-0.014668191,-0.216938252,-0.641224915
g9005,1.543270007,-0.854151238,-0.17560031,0.910385885,-0.62433474,-0.799569603
g9006,1.954637269,-0.071248803,-0.222931414,-0.184775332,-0.709047212,-0.766634507
g9007,1.975150858,-0.673375555,-0.471299975,0.076296783,-0.509429577,-0.397342534
g9008,0.891257738,-0.482783094,-1.171852027,0.790061368,0.980335514,-1.007019498
g9009,0.450139282,-0.719289319,1.71335962,-0.235366068,-0.076052658,-1.132790856
g9016,-0.40824829,2.041241452,-0.40824829,-0.40824829,-0.40824829,-0.40824829
g9026,-0.40824829,2.041241452,-0.40824829,-0.40824829,-0.40824829,-0.40824829
g9027,-0.138645402,-0.823941671,-0.379252721,-0.144961304,-0.487810728,1.974611826
g9028,-0.949769121,-0.798113066,1.811466093,-0.210422609,0.322905092,-0.176066388
g9029,-0.003847073,-0.232352015,-1.772489771,0.714552384,0.169418766,1.124717709
g9030,2.011856221,-0.545481823,-0.544649449,-0.285388676,-0.510953613,-0.12538266
g9031,-0.014357392,-1.477101484,-0.680497196,1.360808166,0.110523695,0.700624211
g9032,0.292660932,-1.687806656,-0.441126956,1.145350657,-0.054882924,0.745804946
g9033,-0.056877561,-1.273086431,-0.429377837,1.680278117,-0.387779782,0.466843494
g9034,-1.466779092,-0.700977016,0.9600814,0.883967456,-0.386618053,0.710325306
g9035,2.037091321,-0.49358938,-0.368357462,-0.344789715,-0.475662056,-0.354692708
g9036,2.012781956,-0.199886246,-0.421479959,-0.280042122,-0.688181476,-0.423192153
g9037,-1.59527846,-0.276679194,-0.291103236,1.420441678,0.357203622,0.38541559
g9038,-0.976037599,-0.69618075,-0.846449514,1.319891869,0.160320973,1.038455021
g9039,-1.142281639,-0.580107472,-0.460886156,1.713031111,0.460079362,0.010164793
g9040,-1.036558251,-0.778436061,-0.45851386,1.65372155,0.00782822,0.611958401
g9041,1.626646565,-1.16701684,-0.074483241,-0.111639906,-0.821106452,0.547599873
g9042,1.977945119,-0.480569681,-0.644053261,0.062572225,-0.554473682,-0.36142072
g9043,-0.663665355,1.471753413,-1.150051236,0.771882016,0.222450797,-0.652369634
g9044,-0.65475818,-1.005700644,-0.918624459,1.198384901,1.094512934,0.286185448
g9045,-0.062710668,-0.708924682,-1.183753589,1.749313337,0.17682764,0.029247963
g9046,-6.75E-06,1.45050873,0.940306852,-0.778684079,-0.575817452,-1.036307298
g9047,-1.322321066,1.505452637,-0.531312816,0.774898618,-0.13827766,-0.288439714
g9048,-0.977828567,-0.916325987,-0.310026377,0.547677021,-0.019134882,1.675638792
g9049,-0.640969752,1.094999234,-0.640969752,1.468879773,-0.640969752,-0.640969752
g9053,-0.930691973,-0.930691973,-0.871213917,0.927373001,0.804703989,1.000520875
g9055,1.5874239,-1.032924331,-0.959564926,-0.405126401,0.410344614,0.399847144
g9056,0.072603038,-1.219086651,-0.453721419,0.397848638,-0.499180703,1.701537098
g9057,-0.842964418,-1.050325389,-0.797533243,1.181742762,0.667964514,0.841115774
g9058,0.178622576,1.807190237,-0.278356532,-0.946764662,0.088154921,-0.84884654
g9059,-0.183044884,0.828707566,-1.620139953,-0.171765207,1.26898246,-0.122739981
g9060,-0.615029845,-0.892404089,-0.262346247,-0.453650982,0.377241146,1.846190018
g9061,-0.831777621,-0.644814087,0.04354111,-0.404687154,-0.090599607,1.928337359
g9062,1.877078937,-0.706598867,-0.344948491,0.08728879,-0.922276795,0.009456427
g9063,-0.569870815,-1.279788239,-0.640395352,0.542966086,0.506160766,1.440927555
g9064,0.316903961,1.575878103,0.135081962,0.040161559,-0.674878355,-1.39314723
g9065,-0.178357687,-1.818986313,-0.116836903,0.978625888,0.420510332,0.715044684
g9066,1.347546152,-1.028836597,1.142753155,-0.345220974,-0.7550403,-0.361201436
g9067,1.881504906,-0.107314067,-1.006093618,0.128716043,-0.354881835,-0.54193143
g9068,1.213325386,-1.152057702,-1.009175322,0.207542038,-0.287474185,1.027839785
g9069,1.908283698,-0.734399863,-0.589384166,0.271064663,-0.554796451,-0.300767881
g9070,-0.101843467,0.190865289,-1.305905347,1.732676232,-0.020597395,-0.495195312
g9071,-1.628033159,-0.664401421,0.126725465,0.570370641,0.414169335,1.181169139
g9072,-1.594758565,0.239340197,0.311764022,-0.033138064,-0.389349854,1.466142266
g9073,1.305849986,-0.69086225,1.205384596,-0.672868708,-0.929686188,-0.217817435
g9074,-1.925048789,0.210090338,0.03197646,0.868202542,0.121629085,0.693150364
g9075,-0.032889637,-0.453759251,-1.701116273,1.013601359,0.285000612,0.889163189
g9076,1.836193005,-0.149361186,-1.066625598,0.163416647,-0.65129064,-0.132332228
g9077,0.119638153,1.176139786,1.210194147,-0.948232343,-0.666195747,-0.891543995
g9078,-0.796829192,-0.387816625,-1.386046509,1.071827156,0.852933137,0.645932032
g9079,-0.221265257,-0.649792014,-0.902461309,0.17694587,-0.299106819,1.89567953
g9080,1.807944228,-0.624633971,-0.621906323,-0.562409014,-0.564341771,0.565346851
g9081,-1.425534074,1.241283705,-0.344700035,-0.427741666,-0.099432671,1.05612474
g9082,1.618131419,0.313928975,-1.272547743,0.333969657,-0.668033701,-0.325448606
g9083,-1.870106723,-0.130722418,-0.100847952,0.725928897,0.655256065,0.720492131
g9084,-0.108932068,-1.580439537,0.839823883,0.048227463,-0.454225113,1.255545371
g9085,-0.919936182,-1.024855684,0.011806454,0.122276942,0.054188968,1.756519502
g9086,1.907592904,-0.95142845,-0.629407116,-0.024243646,-0.233033617,-0.069480075
g9087,-1.413193781,-0.945192722,-0.143814408,0.860872754,0.801552338,0.839775818
g9088,-0.837620613,-0.675944666,-1.031199505,1.473498181,0.664309525,0.406957079
g9089,1.897220038,-0.446460617,-0.775266947,0.319537009,-0.53653057,-0.458498914
g9090,1.329830182,-1.388419152,-0.82618863,0.730981888,-0.116874191,0.270669902
g9091,2.03366341,-0.571850486,-0.332668672,-0.403859763,-0.34832079,-0.376963699
g9092,-1.290713816,-0.511598526,-0.812063983,0.863989082,0.61589457,1.134492673
g9093,-0.10783315,1.941260586,-0.074740459,-0.30574562,-0.545786511,-0.907154846
g9094,-0.92674315,0.864486439,1.542353385,-0.684585379,-0.05872754,-0.736783755
g9095,-1.341318082,-0.17199856,0.20745022,-0.479508444,1.700318738,0.085056129
g9096,1.218059183,1.143973729,0.061746571,-0.49549959,-1.18684129,-0.741438604
g9097,-1.613366912,-0.651949996,0.285912427,1.168260808,0.092161443,0.718982229
g9098,-1.158548109,-1.246013424,0.807538846,0.841070585,-0.101589544,0.857541646
g9099,-1.109253005,-1.054624303,-0.199587781,1.02322277,0.090302009,1.24994031
g9100,1.689020628,-0.707721008,-1.125288533,-0.211872899,-0.190753967,0.546615778
g9101,-0.295076753,-0.94284775,-1.147429901,0.759317509,0.177089449,1.448947446
g9102,0.739594258,-0.549486484,1.696350448,-0.869931282,-0.51110493,-0.50542201
g9103,1.981582176,-0.677950466,-0.589905382,0.006675213,-0.415847586,-0.304553955
g9104,1.678415299,-0.982525485,-0.629926462,0.716150359,-0.359149607,-0.422964103
g9105,2.039353195,-0.428461486,-0.447583059,-0.34006771,-0.447813275,-0.375427664
g9106,-1.44935645,0.517497306,1.45749587,0.04930156,-0.699513163,0.124574877
g9107,-0.988723612,1.440133469,0.147680438,-0.747813801,0.897874617,-0.749151111
g9108,-0.272976499,-1.541690227,-0.542032707,1.243840634,0.766796631,0.346062168
g9109,1.713626235,-0.124425152,0.607981424,-0.751004559,-0.537833854,-0.908344095
g9110,1.952098808,-0.175641126,0.067326007,-0.704542931,-0.503999667,-0.63524109
g9111,2.002533629,-0.539149565,-0.381010782,-0.489339184,-0.559870462,-0.033163637
g9112,-0.688492596,-0.875806858,0.428077602,1.815442586,-0.182786141,-0.496434593
g9113,1.385853206,-0.900144508,0.861510687,-0.618239913,-1.027446736,0.298467264
g9114,-1.191512703,-1.143794343,0.666588999,1.065902342,-0.203493075,0.806308781
g9115,-1.421421864,-0.356844366,1.635952741,0.365989561,-0.203807492,-0.019868579
g9116,-1.923826162,-0.08780967,0.609315719,0.657580841,0.048189239,0.696550033
g9117,-0.762748716,1.869613491,0.216117041,-0.006074536,-0.725139187,-0.591768092
g9118,0.01314322,-1.114535081,0.731411414,0.993427013,-1.322029205,0.698582639
g9119,2.011189405,-0.266406537,-0.19115462,-0.393304194,-0.48081289,-0.679511164
g9120,-0.492662927,-1.032091769,-0.84196652,1.651255211,0.340812213,0.374653793
g9121,-1.094664194,-0.827819217,-0.76873377,1.031451987,0.624735592,1.035029601
g9122,-0.305025747,-0.273118578,1.053846388,-0.298912489,1.256372363,-1.433161936
g9123,-0.808357285,-0.792730158,-0.645797816,0.428792881,1.764759136,0.053333242
g9124,-1.202648254,1.690111345,-0.311573569,-0.161193137,0.528371654,-0.543068039
g9125,2.040996501,-0.421514559,-0.401906893,-0.418324678,-0.380474527,-0.418775844
g9126,0.019866531,-0.851020459,-0.851020459,1.875464117,-0.009789919,-0.183499811
g9141,-0.712558177,-0.76799162,-0.76799162,1.78961305,0.27750632,0.181422047
g9150,-1.05510267,-0.522771291,-0.828059475,1.598906332,0.554573483,0.252453622
g9151,-1.194909717,-0.623712793,-0.85829001,1.048543506,0.711046072,0.917322941
g9152,1.637707892,0.20945431,0.093609597,0.156243923,-1.193644633,-0.903371089
g9153,-1.648490794,-0.423229784,0.051040258,1.294597596,0.07916767,0.646915054
g9155,-0.906248987,-0.906630524,-0.890420779,0.627201739,1.125827637,0.950270915
g9156,-0.680090486,-0.96180575,-0.997996599,0.544639402,0.79789299,1.297360442
g9157,-1.254301928,-0.606162507,-0.800013203,0.741813972,1.078389519,0.840274146
g9158,-1.353157845,-0.196840009,-0.636713801,1.565423792,0.512215802,0.109072062
g9159,-0.832266392,-0.828687915,-0.667378068,0.623798482,1.668775692,0.035758201
g9165,-0.612290966,-0.82328263,-0.82328263,0.365037997,0.127462744,1.766355486
g9168,2.041241452,-0.40824829,-0.40824829,-0.40824829,-0.40824829,-0.40824829
g9178,-0.775120365,-1.060681802,-0.508312811,-0.067401272,1.433257992,0.978258257
g9181,2.041241452,-0.40824829,-0.40824829,-0.40824829,-0.40824829,-0.40824829
g9182,-0.479860006,-0.623674703,-0.619874683,-0.144048257,-0.122696914,1.990154563
g9183,0.942642903,-1.110831692,-0.696341373,0.235203413,-0.719560799,1.348887547
g9184,-1.162048544,-0.397673556,-0.90219769,1.440870443,0.310325103,0.710724244
g9185,0.579853977,-1.044057619,-1.220141582,1.421957807,0.250734479,0.011652938
g9186,-0.448219925,-0.723286519,-0.989307641,1.760829317,0.441562364,-0.041577597
g9187,1.544504179,-0.55146179,-1.419490153,0.528256746,-0.12576007,0.023951088
g9188,1.97032573,0.066241537,-0.271546213,-0.559503526,-0.600437214,-0.605080314
g9189,-1.463125387,-0.635590821,0.035856378,1.493784602,0.458731451,0.110343777
g9191,0.371901036,-1.760100783,0.164666291,1.089498881,-0.452900696,0.586935272
g9192,0.05844631,-1.128858819,-1.028505485,1.477200563,-0.069306037,0.691023467
g9193,-1.711076121,0.183780683,-0.45023402,1.121657998,0.102852775,0.753018684
g9194,-0.376078515,-1.119487933,1.733727911,-0.304958807,-0.468731009,0.535528352
g9195,-0.290360359,-0.78917515,-0.444256823,-0.093489288,-0.370127435,1.987409056
g9196,1.404383375,-0.90552184,-0.587650571,1.142858696,-0.507709798,-0.546359863
g9197,-1.183204843,-0.595163733,0.627754592,1.55068679,-0.628447395,0.22837459
g9198,-0.490198922,-1.167048303,-0.98642074,1.127570918,0.802692093,0.713404955
g9199,-0.98377731,0.733170551,1.59477823,-0.736622708,-0.638553998,0.031005236
g9200,-0.574694289,-0.541984757,-0.575802735,-0.278660136,-0.020430658,1.991572576
g9201,1.759658271,-0.934519281,-0.949662692,0.065701513,-0.217945471,0.27676766
g9228,1.991031167,-0.576351746,-0.311530059,-0.713826643,-0.091637053,-0.297685667
g9229,-1.599933555,1.427726848,0.31671579,0.20600924,0.139088117,-0.489606439
g9230,-1.242968319,-0.243201361,0.490682951,1.684863967,-0.146287483,-0.543089755
g9231,-1.569121296,1.151306357,1.036403845,-0.290529715,-0.163739436,-0.164319755
g9232,-0.782524052,-0.823157736,-0.880529848,0.687103282,0.249851058,1.549257295
g9233,-0.608577175,-0.641487434,-0.578538409,0.163877214,-0.279147166,1.94387297
g9234,-0.715897155,1.175257909,0.835954574,-1.400903521,-0.415892873,0.521481067
g9235,-1.014941887,0.02341859,-0.388472983,-0.336740179,-0.197909975,1.914646435
g9236,-1.022811359,-0.610909045,1.074101599,-0.418353201,-0.452746124,1.430718129
g9237,-1.471741799,-0.226217673,1.379408804,0.128383942,-0.555096945,0.745263671
g9239,-0.875421221,1.385987448,-0.875421221,0.546621765,0.693654451,-0.875421221
g9242,-0.40824829,-0.40824829,2.041241452,-0.40824829,-0.40824829,-0.40824829
g9244,-0.796277026,0.957324256,-0.044757299,-0.796277026,-0.796277026,1.476264119
g9248,1.97993364,-0.036549434,-0.168425145,-0.591653021,-0.591653021,-0.591653021
g9249,1.991563013,-0.336597379,0.006661217,-0.553875617,-0.553875617,-0.553875617
g9250,-0.641332805,0.108098396,1.969012865,-0.564495347,-0.465417219,-0.405865891
g9251,-1.815992039,0.472357794,0.355270111,1.139272378,0.072034821,-0.222943064
g9252,-1.946764148,0.600838811,-0.017006192,0.845305617,0.246504707,0.271121206
g9253,-0.227275249,-0.797599264,-0.943159494,1.303758842,-0.53452662,1.198801785
g9254,-0.285240464,-0.921931774,-0.875792855,0.660445337,-0.25146991,1.673989665
g9255,-0.661847391,-1.070453047,-0.974113539,0.940908506,0.990867295,0.774638176
g9256,-0.915060047,-1.148886081,-0.446370339,0.628506282,0.452103256,1.429706929
g9257,-0.102448873,-1.229486444,-0.927552989,1.508261965,0.201705003,0.549521338
g9258,1.549848412,-1.065294733,-1.042005167,0.296748675,-0.226929651,0.487632464
g9259,-1.848807923,0.390100993,0.084104529,1.136717491,0.345034953,-0.107150043
g9260,-0.338851839,-0.89162564,-1.033380445,1.563321637,-0.05775019,0.758286477
g9261,-1.419443267,-0.678788683,-0.265313658,1.21999885,0.176938851,0.966607908
g9262,-0.698019258,-0.831105255,-0.862354585,0.213609245,0.51396089,1.663908962
g9263,-0.32452236,-1.002129617,-1.082563679,0.705406969,0.231663931,1.472144756
g9264,2.003006301,-0.604975248,-0.251842544,-0.525516435,-0.522186934,-0.09848514
g9265,0.451173952,-1.595902633,0.301763641,0.205875865,-0.659501775,1.29659095
g9266,1.562201723,-1.318768764,-0.138685687,-0.182052435,-0.579817251,0.657122414
g9267,-1.092493892,0.168082512,-1.034825059,1.623602871,0.254220586,0.081412983
g9268,-1.662127179,0.657781751,1.02958517,0.694890671,-0.395021166,-0.325109246
g9269,0.553331577,-1.137642783,-1.273712995,0.709428188,0.020076248,1.128519765
g9270,-1.805985049,0.674054465,0.178278658,0.82292912,0.597587266,-0.466864461
g9271,-1.083534032,-0.160038768,-0.809146297,1.689836883,0.516279442,-0.153397227
g9272,0.187219329,0.972611636,1.362722162,-0.919614224,-0.92710176,-0.675837143
g9273,-0.749818991,-1.241040693,0.606922094,1.42877559,-0.515790128,0.470952128
g9274,-0.391106636,-1.276833556,-0.455788179,1.486002767,-0.227688936,0.865414541
g9275,-0.650360931,-0.829564713,1.897337635,0.099724678,-0.528107537,0.010970868
g9276,-0.802462851,-0.40716414,-0.802462851,1.877825317,0.141572537,-0.007308013
g9277,-0.808970332,-0.887151501,-0.116858238,-0.34027788,0.331369143,1.821888807
g9278,-0.834437414,-0.91540063,0.183524224,-0.386949888,0.147558585,1.805705124
g9279,-1.188534297,-0.514900463,0.303664925,-0.193130117,1.777288133,-0.184388181
g9280,-1.361977193,-0.163999904,0.892332452,-0.494717096,1.412862153,-0.284500413
g9281,-1.297183182,-0.390737569,0.605652777,-0.344027143,1.624824887,-0.19852977
g9282,-1.334110998,-0.248740579,0.6910776,-0.510310817,1.548789324,-0.14670453
g9283,0.197041308,-1.632492432,-0.548193758,1.269553727,0.103178454,0.6109127
g9284,-1.194421065,1.658195817,0.559736668,-0.073584853,-0.639043815,-0.310882752
g9285,-0.335781365,-0.921607624,-0.724892997,0.559608355,-0.334430551,1.757104181
g9287,-1.097889975,-1.242091698,-0.155484785,1.129998124,0.586498384,0.77896995
