,TPM_trimed_0h,TPM_trimed_16h,TPM_trimed_48h,TPM_control_96h,TPM_Early,TPM_Late
g460,-1.086733616,-0.674013316,-0.776619037,1.255435509,0.214475021,1.06745544
g461,-0.456696876,-1.125378258,-0.945255097,0.443884501,0.678378647,1.405067081
g462,-0.175302274,-0.875596473,1.94625743,-0.417822305,-0.489851812,0.012315434
g463,1.743385485,-0.920859218,-0.769728985,0.376795975,-0.592878796,0.163285539
g464,1.663605329,-0.872466348,0.740743812,-0.277994699,-0.798873766,-0.455014328
g496,1.384287891,-0.792939695,-1.444683486,0.501842516,0.011028742,0.340464032
g497,0.96091445,-1.593519104,-0.4655436,0.252243527,-0.247571774,1.093476502
g498,0.965304564,-1.083724146,-0.934782886,0.220874339,-0.485151501,1.317479631
g499,1.155072811,-1.143933916,-0.287311703,-0.648384852,1.306928944,-0.382371284
g500,-0.885603461,-0.729344857,-0.990901318,1.131814217,0.328065671,1.145969748
g501,-0.932206915,-1.457840517,0.261947492,1.113668711,0.809110838,0.20532039
g502,-1.08053527,-0.675613518,-0.674109754,1.582722795,0.254362919,0.593172828
g503,-1.144749362,-0.580305653,-0.921352549,1.092167324,0.549916578,1.004323663
g504,0.819509065,-1.768941153,0.670470282,-0.597664253,0.502665597,0.373960462
g505,-1.974387298,0.536891117,0.189651472,0.495635233,0.023251218,0.728958259
g506,-1.248810423,1.40825315,0.960849465,-0.240143479,-0.651100573,-0.22904814
g507,-0.368661545,1.217405937,1.337471854,-0.728738748,-0.728738748,-0.728738748
g508,1.524513213,-1.041786054,-0.749462624,-0.413272544,-0.219838569,0.899846578
g509,1.008384568,-1.35029428,-0.913909523,0.14745471,-0.032612614,1.140977139
g510,-0.124181787,-1.69407794,0.526450127,1.088983538,0.663140157,-0.460314096
g511,1.447520032,-0.799432578,-0.50285505,-0.647610544,-0.605297589,1.107675729
g512,1.933611722,-0.510779598,0.157437885,-0.293836346,-0.818812445,-0.467621219
g513,-0.718705381,-0.704090942,-0.668674059,1.836876375,0.386207851,-0.131613844
g514,-0.908880932,-0.758765957,-1.01312436,1.19425302,0.600640383,0.885877846
g515,1.805589168,-0.55061978,-1.067038555,0.18963886,-0.497695838,0.120126146
g516,-0.032401535,-0.582090265,-1.675579296,0.921876125,0.501449252,0.86674572
g517,-1.038600777,-0.854783033,-0.703345327,0.664457239,0.52589796,1.406373939
g518,-1.592271989,-0.899776615,0.660273232,0.715615809,0.763139705,0.353019858
g519,1.769222039,-0.691732932,0.626525216,-0.425849746,-0.65675615,-0.621408427
g520,1.83950548,-0.642708441,0.323191121,-0.074183405,-0.877844428,-0.567960327
g521,0.376292774,-0.248871056,-1.493409683,1.579088463,0.051513314,-0.264613812
g522,0.636166441,-0.394771651,-1.735523134,0.999708734,0.638211165,-0.143791555
g523,0.316122309,-0.553104718,-1.62828368,1.09274808,0.86078177,-0.088263761
g524,-0.781568943,-1.112538838,-0.814914728,1.061061324,0.781659557,0.866301627
g525,-0.063022534,-1.713361852,0.379602133,-0.352418716,1.236726553,0.512474415
g526,0.995087087,-0.13775537,-1.77319658,0.62169596,0.603606903,-0.309438
g527,1.669160366,0.731159553,-0.176766753,-0.741184389,-0.741184389,-0.741184389
g529,-0.887928928,-0.887212028,-0.887993611,1.247606289,0.904643258,0.510885021
g530,-1.492526487,-0.780840567,-0.164374504,0.767776723,1.110446884,0.55951795
g531,-1.212920946,-0.800682009,-0.551187773,0.708207886,0.504667293,1.351915549
g532,-0.840771358,-1.091297682,-0.405242054,1.040626852,-0.063820961,1.360505204
g533,1.995268044,-0.630980987,-0.630871383,-0.146880979,-0.414065174,-0.172469521
g534,-0.983414355,0.784700112,1.647727157,-0.48779569,-0.447267617,-0.513949607
g535,-0.847660698,-0.876220619,-0.936007313,1.260715185,0.513370267,0.885803178
g536,-0.823514905,-0.436070327,-0.796539945,1.86079668,0.185837635,0.009490862
g537,-1.03884354,-1.00441154,-0.61502294,1.082903126,0.542609774,1.03276512
g538,-0.658374163,0.287689308,1.335765831,0.927202886,-0.788926044,-1.103357818
g544,0.016799999,-1.219330863,-0.697857046,1.709421159,-0.111386995,0.302353747
g545,-0.864392381,-0.951633595,0.289987631,1.671818969,0.405399258,-0.551179882
g546,0.201609554,-0.904846203,-0.8741411,0.030214006,-0.270140687,1.817304431
g548,-0.688337104,-0.666633826,-0.727340265,1.780956263,-0.258928995,0.560283926
g549,0.413727728,-0.408453514,-1.183131708,-0.830229196,0.476450767,1.531635924
g550,0.249518445,-1.1107884,1.374663635,-1.1107884,-0.149576255,0.746970976
g560,-0.980598007,-0.980598007,-0.421641037,0.117604289,0.732864316,1.532368447
g562,-0.851067913,-0.851067913,-0.704668156,0.29707529,1.663583617,0.446145073
g563,-0.112652837,-0.742515627,-0.618030425,0.068922677,-0.53545474,1.939730951
g564,-0.103978255,-1.098876989,-1.098876989,1.388635791,0.118210129,0.794886314
g565,-0.475977231,-0.407025402,2.039388988,-0.376012974,-0.427546349,-0.352827032
g568,-0.40824829,2.041241452,-0.40824829,-0.40824829,-0.40824829,-0.40824829
g569,1.998627775,-0.459706171,0.004564557,-0.512668387,-0.512679392,-0.518138382
g570,-1.23346432,-1.066597517,-0.294266786,0.945175801,0.848375114,0.800777708
g571,-1.196465521,-0.343206391,1.828341334,0.130231081,-0.169772515,-0.249127988
g572,-0.632097848,-0.632097848,1.928934454,-0.323314344,0.227596098,-0.569020513
g573,-1.986170249,0.467008122,0.799476578,0.110487723,0.31166373,0.297534096
g574,-0.765186817,-0.896359882,-0.900698678,0.553893799,0.516203649,1.492147929
g576,-0.885977111,-0.902468009,-0.911344137,1.202559065,0.709560737,0.787669455
g577,-0.809079601,-0.82891477,-0.82891477,0.111168778,0.874492542,1.481247821
g578,0.665751103,-1.212906321,-0.799823615,-0.145902407,-0.06296694,1.555848181
g579,-0.514061917,-0.735949016,-0.399100294,-0.206260127,-0.137934724,1.993306078
g580,-0.934421672,1.935608164,-0.450313056,0.041844613,-0.28976313,-0.30295492
g581,-0.632337415,-0.755872501,1.964986013,-0.016405794,-0.352155764,-0.208214539
g582,-1.524876991,1.566914134,0.388230208,-0.089251535,-0.133793894,-0.207221921
g583,0.038031341,-1.263105564,-0.983745469,1.229521678,0.018412895,0.960885119
g584,-0.882646137,-0.873937389,-0.899399559,1.101553425,0.440536987,1.113892673
g585,2.005451042,-0.069382619,-0.356563983,-0.550155903,-0.597630799,-0.431717738
g586,-0.865728728,0.826625071,1.382530199,-1.10326103,-0.572736251,0.332570739
g587,0.123982873,0.90815035,1.407846724,-1.037381598,-0.944257143,-0.458341206
g588,-0.40824829,-0.40824829,2.041241452,-0.40824829,-0.40824829,-0.40824829
g589,2.041241452,-0.40824829,-0.40824829,-0.40824829,-0.40824829,-0.40824829
g590,0.684977075,-0.590376318,1.296575207,-1.392190429,0.531054232,-0.530039767
g591,-0.122877274,-1.935400676,0.522271488,0.848218069,0.415857951,0.271930441
g592,2.038774366,-0.325520912,-0.453542369,-0.439138357,-0.443619845,-0.376952883
g593,2.040349605,-0.350426043,-0.430987021,-0.424448528,-0.423708871,-0.410779142
g594,1.460048399,-0.752010393,-0.437325529,-0.710747304,-0.648748483,1.088783311
g595,-1.255833444,-0.73150979,-0.465942396,0.623790255,0.363370989,1.466124385
g596,-0.912136836,-0.925867571,-0.819815824,1.147787533,0.454049528,1.05598317
g597,0.583200197,-1.451991706,-0.780447942,0.34565116,-0.045827775,1.349416065
g598,1.472814493,-1.173559664,-0.474450592,-0.37069324,-0.413372094,0.959261098
g599,-0.740469434,-0.851439966,-0.842939983,1.492357226,0.886535956,0.055956201
g604,1.786162383,-0.994174165,-0.637992116,-0.025724532,-0.514313073,0.386041502
g605,-0.617465252,-0.726758809,-0.701176885,1.056442875,1.492932512,-0.503974441
g606,0.767333531,-0.960034486,-0.960034486,1.573763776,-0.245883441,-0.175144893
g607,-0.329464261,-1.129925482,-1.129925482,0.686651782,0.783350537,1.119312905
g608,2.004837641,-0.764050805,-0.283405569,-0.379193762,-0.236200557,-0.341986948
g609,-0.52243853,-1.031030707,-0.815931994,0.390343958,0.323350586,1.655706688
g610,-0.40824829,2.041241452,-0.40824829,-0.40824829,-0.40824829,-0.40824829
g612,0.444928091,-0.940870333,-0.940870333,1.728799434,-0.136262588,-0.15572427
g613,0.28204663,-1.223432707,-1.086674132,0.448172051,0.159896479,1.419991679
g614,0.839221549,-1.089570711,-1.246195954,0.157771115,0.106142442,1.232631558
g615,-0.860501516,-0.883496876,-0.707233373,0.468837165,0.361102504,1.621292096
g616,-0.327567912,1.827767944,-1.102339296,-0.101256784,0.227578186,-0.524182138
g617,-0.366036621,-1.111954171,-1.096267432,0.987583577,1.104531228,0.482143418
g620,0.552964006,-0.951345224,-1.056761201,1.019916839,1.094393215,-0.659167635
g621,-0.760853673,-0.86303143,1.514544868,0.017647518,0.87588162,-0.784188902
g622,-0.573068996,-0.037291937,0.079325195,-0.737517541,-0.65323315,1.921786429
g623,-0.947940095,-0.071421979,1.853802894,-0.567448371,-0.522136913,0.255144464
g624,-1.082650329,-1.158324751,-0.075648248,1.011913645,0.102206464,1.20250322
g625,-1.111494347,-1.267213424,0.246036352,1.234802761,0.740820133,0.157048524
g626,-0.971386484,-1.316464878,0.825832945,1.013127359,0.731471087,-0.282580028
g627,-0.272500815,-1.56450097,0.557413547,1.251872566,0.561489627,-0.533773955
g628,0.128411981,-1.218431277,-0.998421292,1.494157775,0.512776542,0.08150627
g629,1.366411185,1.143368005,-0.900217352,-0.374857255,-0.380209791,-0.854494793
g630,1.925126977,-0.754664912,-0.820910282,-0.187768945,-0.048262583,-0.113520255
g631,-0.229675257,-0.737574433,-1.423269863,0.265003357,1.218321272,0.907194923
g632,0.657975829,1.730557393,-0.734720216,-0.291436951,-0.582559002,-0.779817053
g633,2.034577147,-0.315773444,-0.419855949,-0.50359522,-0.483125009,-0.312227525
g634,-1.933790692,0.525444536,0.84121358,0.25937374,-0.130803584,0.438562421
g635,1.958361728,-0.141862141,-0.93349048,-0.23422004,-0.26127819,-0.387510877
g636,-1.374842019,-0.575090301,-0.410433083,0.924707694,0.115755601,1.319902108
g637,1.88610042,0.356534221,-0.455036849,-0.627087475,-0.724856722,-0.435653594
g638,1.881220564,0.293761287,-0.74472488,-0.203974741,-0.497796844,-0.728485385
g639,1.977878065,0.091171255,-0.448712699,-0.494656506,-0.556509404,-0.569170713
g640,2.038813496,-0.334566002,-0.407949045,-0.375850286,-0.462074126,-0.458374037
g641,2.040797706,-0.422469214,-0.418300952,-0.416539161,-0.41681319,-0.366675187
g642,-0.408335075,-0.889998402,-0.272821918,-0.610370931,0.311451838,1.870074488
g643,1.338884178,0.115949675,-1.569732141,0.433193724,0.336620898,-0.654916334
g644,1.940234668,0.205779872,-0.602140437,-0.666533665,-0.411830655,-0.465509783
g645,1.830648829,0.247871828,-0.464062642,0.040652887,-0.844607977,-0.810502926
g646,-0.855493749,0.20113633,-0.531958672,1.699588423,-0.936477891,0.423205559
g647,-0.062048367,1.215727409,-1.368368514,1.052994276,-0.114562464,-0.723742339
g648,1.642842974,-1.390085778,0.010615867,0.391823893,-0.342570255,-0.312626702
g649,1.883419954,-0.296720767,0.294830538,-0.831655916,-0.657209251,-0.392664558
g650,-1.065266587,1.88047967,-0.098126082,0.048588461,-0.273557622,-0.492117839
g652,0.176248992,1.568634335,0.677421592,-0.768893089,-0.612999715,-1.040412116
g653,1.117512148,1.381635505,-0.200320893,-0.605796873,-0.815237798,-0.877792089
g654,-0.773070836,-0.687081454,-1.095604168,1.047425735,0.256520605,1.251810119
g655,1.919348651,-0.553577496,-0.882976212,0.068109629,-0.467310145,-0.083594428
g656,2.034291349,-0.459070868,-0.449820314,-0.399981678,-0.475565339,-0.24985315
g657,1.765987887,-0.642317656,-0.895070951,-0.387572727,-0.422864701,0.581838148
g658,-0.769481047,1.98887119,-0.220673626,-0.190679549,-0.261237358,-0.54679961
g659,-1.195961568,-0.865281678,-0.337176254,0.386908538,0.488798361,1.522712601
g660,-1.096540187,-1.088398161,1.477207573,0.288083867,-0.150594893,0.570241801
g661,-0.120187699,-1.715865677,0.287072795,0.459580767,-0.215016702,1.304416515
g662,-0.996756299,0.334562686,1.829817179,-0.429818842,-0.580316222,-0.157488503
g663,-1.044956663,-0.336332949,-0.249920187,-0.190751941,-0.098060017,1.920021758
g664,-0.823167595,-0.984140774,-0.506724738,0.302890905,0.304499525,1.706642677
g665,-1.289766059,-0.334031012,-0.049004453,-0.079014765,1.792928284,-0.041111996
g666,-1.275251896,-0.216042248,-0.950250916,1.143034592,1.019720314,0.278790153
g667,-0.91389586,1.852256936,-0.378713495,0.278444838,-0.134631274,-0.703461144
g668,1.402751555,-1.282932817,-0.002125631,-0.751935384,-0.239578281,0.873820559
g669,-0.569363028,-0.531244874,2.009680832,-0.455400155,-0.37598193,-0.077690845
g670,-0.872475234,-0.163467134,0.663042498,1.700252,-0.681723289,-0.64562884
g671,-1.710662284,1.031953104,0.21159244,0.604866464,0.473612486,-0.61136221
g672,1.987131583,-0.643491526,-0.566648474,-0.239736203,-0.507731347,-0.029524033
g673,-0.868847271,-0.364722939,-0.945493489,0.893846139,-0.249935518,1.535153079
g674,0.568960707,-0.725779389,-1.214843216,1.620482291,-0.032853378,-0.215967015
g675,-0.410060284,-1.319597758,-0.72053004,1.216231192,0.210280973,1.023675917
g676,-0.514520213,-0.815912895,-0.761575705,0.027755136,0.208046876,1.856206802
g677,-0.686337758,-0.79339123,-0.783037413,0.067980297,0.436651458,1.758134646
g678,0.392718657,-1.567073865,-0.449887255,0.205771797,1.463980809,-0.045510144
g679,-0.889836322,-0.899859629,-0.844965882,0.631137463,0.62820685,1.37531752
g680,1.365153053,-1.342109275,-0.82602245,0.753909292,0.228499915,-0.179430535
g681,-1.433989911,-0.991270224,0.257446682,0.632182693,0.370297069,1.16533369
g683,-1.3231817,-0.312225821,-0.825834364,0.987642907,0.284849635,1.188749343
g684,-0.536745804,-0.4775822,2.028378354,-0.221747977,-0.452969969,-0.339332403
g685,0.925273775,-1.047222217,-0.643366134,1.495440114,-0.620397157,-0.109728381
g686,-0.286709489,-0.573239967,2.007633573,-0.102759521,-0.489998319,-0.554926277
g687,1.995389315,-0.597424649,0.000476177,-0.396738314,-0.535490677,-0.466211852
g688,-0.431107725,-0.914740329,1.930624094,0.092561353,-0.260802494,-0.416534898
g689,-1.20582883,-0.122104656,1.689183078,0.487685851,-0.623897699,-0.225037744
g690,-0.386835195,0.59378426,1.678002014,-0.659434549,-1.110899168,-0.114617362
g691,2.039077483,-0.320316497,-0.451850993,-0.418299292,-0.437471223,-0.411139479
g716,-0.380533704,-0.473605349,2.040108046,-0.397613305,-0.393049261,-0.395306428
g717,1.778921972,-1.087733333,-0.336644331,0.448283621,-0.490067389,-0.312760541
g718,-0.897795005,-0.448848835,1.957567078,-0.048681118,-0.280112147,-0.282129973
g719,-0.222046085,-0.509941736,-1.480346413,0.693403049,0.10187693,1.417054255
g720,-0.638244307,-1.081993414,1.767871021,0.291692303,-0.447071506,0.107745904
g721,-0.642614054,0.742489589,1.713833923,-0.612498932,-0.631600181,-0.569610345
g722,1.667444216,0.6023649,0.014737238,-0.920382567,-0.88081996,-0.483343828
g723,-0.194383671,-1.716132209,1.105504738,-0.227162459,0.191532839,0.840640763
g724,-1.204922662,-0.88966148,-0.526617089,1.159924068,0.91263989,0.548637274
g725,-0.342564248,2.039546117,-0.426941506,-0.39296689,-0.410515228,-0.466558244
g726,1.190362765,-0.671791195,0.786303443,-1.240163514,-0.72998052,0.665269023
g727,-1.831528869,0.839276561,0.650771436,0.641551242,-0.324683811,0.024613439
g728,-1.447812836,-0.623034883,-0.265028412,1.123802435,0.132786263,1.079287433
g729,-0.632503647,1.960968559,-0.557906236,0.110487903,-0.293974726,-0.587071853
g730,1.228534204,-1.210722945,0.632017426,-1.04787126,-0.274346703,0.672389278
g731,1.774369377,-0.769704642,0.499164384,-0.6094562,-0.792595405,-0.101777514
g732,2.041233044,-0.409758685,-0.410700952,-0.409736888,-0.40832646,-0.402710059
g733,1.648575115,0.808456182,-0.795423967,-0.507994521,-0.386504392,-0.767108418
g734,1.766505705,-1.002476887,-0.754111144,0.029996915,-0.409904513,0.369989925
g735,0.68638168,-1.480294471,0.711259901,-0.361125034,-0.673330874,1.117108798
g738,1.976239478,-0.239091024,0.025020201,-0.582828795,-0.617744317,-0.561595542
g739,1.882307384,0.047094606,-1.017523395,-0.242107376,-0.073701357,-0.596069862
g740,-1.755922547,-0.067956237,0.963785074,0.540230481,-0.405855923,0.725719152
g741,1.283354778,-1.088490877,-1.011204292,0.931344927,-0.426038298,0.311033763
g742,-0.304837914,-1.064860899,-0.979559841,0.943622009,0.018976987,1.386659658
g743,1.774526896,-0.668093133,-0.888087633,0.291266478,0.193143218,-0.702755827
g744,0.160919798,-0.792439993,1.512498013,0.263636758,-1.388982815,0.244368239
g745,0.877020236,-1.258851622,0.409547533,0.831383365,-1.271622981,0.41252347
g746,-0.46891953,-0.639268951,-1.347921746,0.38589388,0.672654932,1.397561414
g747,2.024161347,-0.441852306,-0.583257538,-0.205397903,-0.468299548,-0.325354053
g748,2.038299834,-0.455823241,-0.325060824,-0.417687781,-0.469157958,-0.370570031
g749,2.034881223,-0.472628587,-0.435789756,-0.252265118,-0.447571794,-0.426625968
g750,-0.076582346,1.05855277,1.385176594,-0.772786786,-1.005381087,-0.588979145
g751,0.398919648,0.84259614,1.361176599,-0.754303301,-0.944792483,-0.903596602
g752,1.717557662,-0.715996082,-0.46588427,-0.403964444,-0.823628076,0.69191521
g753,1.978359476,-0.518820696,-0.518820696,-0.518820696,0.096923307,-0.518820696
g754,2.035645966,-0.539100259,-0.435586008,-0.372792541,-0.340925807,-0.347241351
g762,-0.40824829,-0.40824829,2.041241452,-0.40824829,-0.40824829,-0.40824829
g769,-1.067462987,1.313956305,-0.408347806,1.153806667,-0.227611338,-0.764340841
g770,1.464932771,0.552543189,-0.347665617,-0.100689298,-1.554816279,-0.014304766
g771,1.098664189,1.077277445,0.239304317,-1.099191955,-0.157566341,-1.158487655
g772,2.039377656,-0.339778524,-0.42784719,-0.381064654,-0.428551975,-0.462135313
g773,2.030013394,-0.524650779,-0.463466877,-0.416004094,-0.41308586,-0.212805783
g774,1.9985562,-0.547584865,-0.468788113,0.002932498,-0.471034084,-0.514081636
g775,0.309207983,-0.735278948,-1.505391597,1.02112556,-0.110736657,1.021073658
g776,1.091456933,-1.292555707,-1.084484082,0.940552586,0.078298173,0.266732097
g777,-0.340582247,-1.099394629,-0.654050794,1.746748061,-0.0872456,0.434525208
g790,2.040271664,-0.423465115,-0.346411203,-0.423465115,-0.423465115,-0.423465115
g791,2.041241452,-0.40824829,-0.40824829,-0.40824829,-0.40824829,-0.40824829
g792,1.468773862,-0.037053472,0.96368101,-0.798467134,-0.798467134,-0.798467134
g793,-0.894446322,-0.934297144,-0.895754898,0.858405641,0.780294086,1.085798637
g794,-0.020023704,-1.443357549,-0.925706823,0.528798808,0.772952631,1.087336638
g795,1.052079711,-0.864215657,-1.019031413,-0.20162011,-0.359351351,1.392138821
g796,-1.389631599,-0.68400255,1.184854017,0.962992384,-0.402535621,0.328323368
g797,0.399785307,1.231811082,0.997087426,-0.980738206,-0.757189428,-0.89075618
g798,2.034844327,-0.52723071,-0.473956183,-0.348843766,-0.360084861,-0.324728807
