"gene","Compartment","log2FoldChange"
"g5022","A",1.54758146748191
"g11878","A",1.05375976594531
"g62","A",1.13435075005102
"g14998","A",-1.38877107215757
"g1327","A",0.935873928441222
"g29","A",0.578048076867561
"g3084","A",1.05266972505775
"g2802","B",-5.46321797530763
"g25624","B",5.03604827064294
"g26381","B",-3.24275755058869
"g4490","B",-3.41864678444844
"g26378","B",-2.32889535579424
"g9538","B",2.60920560446992
"g23559","B",5.12621158226859
"g15407","B",-4.49329138233961
"g18161","B",9.19777386638772
"g11873","B",3.36929424206578
"g5622","B",3.31697221964582
"g15454","B",-4.84493069309273
"g5544","B",5.89868254636088
"g13759","B",3.12416490680864
"g21889","B",4.84373683707651
"g26288","B",2.56304817390261
"g16980","B",3.01963410448868
"g13895","B",3.25387963010892
"g20474","B",-1.40273570490314
"g13017","B",1.2743676002157
"g23761","B",2.25997123644065
"g8652","B",1.86500318150602
"g24533","B",-2.31728423300229
"g2801","B",-2.38519207416883
"g15159","B",1.66016648506718
"g5944","B",1.42706288132959
"g25677","B",4.47594483639757
"g15682","B",4.86162956491588
"g8588","B",1.30144839083783
"g18108","B",2.62554410997862
"g7603","B",1.73425119988511
"g25834","B",2.0448522296858
"g2966","B",-1.24827892093047
"g27850","B",1.39015323343675
"g28502","B",1.80017263102658
"g19590","B",1.5341800083207
"g19497","B",-2.08823689376211
"g13036","B",-3.39958342983345
"g13393","B",1.87745130327486
"g26389","B",1.68924238611023
"g29252","B",3.20066919563108
"g17937","B",2.53480083872621
"g5496","B",1.95518297560105
"g15724","B",1.17449908009135
"g8428","B",-2.06801005219143
"g8594","B",2.53513419566461
"g27683","B",-2.86794280378658
"g28739","B",1.48292297403631
"g29366","B",-4.39493601704436
"g26770","B",1.82181819518577
"g12694","B",1.7068099357229
"g15335","B",1.04172770939621
"g26428","B",1.80743408783877
"g19285","B",-1.36074224061944
"g5603","B",2.66325330571233
"g27973","B",2.32878937279365
"g25605","B",2.6138104432516
"g5495","B",1.9359421964163
"g19597","B",-2.69820983267397
"g27898","B",-2.19816834509686
"g13949","B",1.50701301477523
"g11876","B",1.61214202086138
"g8657","B",-2.59673977092989
"g1538","B",0.812944162321084
"g4609","B",-2.33432184543362
"g22703","B",1.81851119740254
"g23659","B",0.807491842946381
"g16596","B",-1.30841254071719
"g21736","B",0.785855373671779
"g28561","B",2.05900706989714
"g8641","B",-2.51408611683482
"g25796","B",1.08682227793914
"g28618","B",-0.93279554320848
"g26647","B",-0.901955364193576
"g21890","B",3.15759304697193
"g24740","B",3.96088612106462
"g4443","B",2.50748526735015
"g21920","B",-1.14140571377334
"g19192","B",-1.07680039534401
"g23518","B",1.32061854592499
"g15723","B",1.54028808393352
"g28644","B",-0.995535387249035
"g9791","B",-5.08305875840403
"g26266","B",1.12310704143974
"g7263","B",1.18499767117452
"g8424","B",-1.78221455204611
"g13760","B",2.47238441869094
"g27814","B",4.75104651023795
"g19624","B",-3.51125676281056
"g28503","B",1.75672172315242
"g27813","B",3.58706249819356
"g1517","B",-0.583567400090235
"g12700","B",-2.1710945315654
"g23415","B",-1.75211333108972
"g19485","B",1.91962405648412
"g13619","B",1.54648649062794
"g19556","B",0.972840669073209
"g2769","B",1.18240253313471
"g26337","B",1.21253750798118
"g18172","B",-2.15200589946103
"g28025","B",1.01836792704867
"g2892","B",1.12438344096855
"g13022","B",1.01208983683956
"g15732","B",0.969321183747145
"g17748","B",-1.12746281703794
"g12480","B",0.945653686152796
"g17699","B",1.32471663808524
"g9912","B",1.53432760329086
"g22725","B",-1.87756315346287
"g7056","B",-2.97273325859414
