,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
g16530,567.448044911264,4.03791288797545,0.584244997356555,6.91133498146358,4.80113813430161e-12,1.39597230167004e-09
g29765,243.749116101262,3.01706393379456,0.440461116056802,6.84978497263191,7.396107529633009e-12,2.11403317592765e-09
g2343,819.516429808715,2.55000858706914,0.37256097653022,6.84454021679402,7.67218823730427e-12,2.15639637389832e-09
g20365,3547.01651031367,3.14422890558312,0.459660554663903,6.84032787603916,7.90121303631059e-12,2.1843615843334703e-09
g7397,241.492488777645,2.1373612091875,0.313704013456804,6.81330527344945,9.53814381077892e-12,2.5943751165318704e-09
g27244,148.605415219866,5.67981506553696,0.834500870153513,6.80624223254807,1.0018097909531299e-11,2.6816698912116802e-09
g17984,3101.86724294936,2.45310605747169,0.361247339352749,6.79065501732676,1.1162556173822599e-11,2.9081124053826e-09
g27226,88.6353804318978,6.50646457808554,0.958234161283072,6.79005700378434,1.1208924712397399e-11,2.9081124053826e-09
g1833,35.6188010439456,-3.31264992692159,0.490053467732777,-6.75977244329584,1.3820863854312099e-11,3.5314401218048403e-09
g20474,4221.4313723836,2.01179220341706,0.297971985445759,6.75161525808362,1.4620816857387897e-11,3.68008142511924e-09
g10127,246.17118460222,2.65953163854924,0.395311374062217,6.72768812903083,1.72379888984431e-11,4.27502124681389e-09
g1851,114.916779852949,-2.50580364638566,0.374322908682168,-6.69423000373537,2.1681018284130397e-11,5.25036376468178e-09
g10136,46.9732776422421,3.16045151525951,0.472169143127952,6.6934732208942,2.17934928562455e-11,5.25036376468178e-09
g14482,150.945708815938,3.64718294776711,0.547805407706877,6.65780749232521,2.7794248550368002e-11,6.6017212331465505e-09
g26429,762.577812992598,2.00334047404893,0.30103064871756,6.65493856716413,2.8341840893697396e-11,6.638288955990461e-09
g13979,9559.51173492608,2.1634862914049,0.32522739133043,6.65222656232791,2.8869183637078197e-11,6.6691768884340606e-09
g16283,556.478263780401,2.08311837147839,0.315021344240044,6.612626126981,3.77561180699298e-11,8.60431317744996e-09
g20119,780.027703699693,2.08227844139407,0.316835159145075,6.57211922759059,4.9604116435431196e-11,1.11536509275615e-08
g27238,312.074136293196,8.17988661275524,1.25180156637224,6.53449143418218,6.38260474342059e-11,1.41626639990848e-08
g16564,3020.44108019401,3.94024589465425,0.603532960997012,6.52863414144792,6.63721539063354e-11,1.45363636815122e-08
g17355,173.10454980983,2.70512389045826,0.419905717867507,6.44221732487056,1.17740519715986e-10,2.54561041601331e-08
g27224,61.7390415547922,6.25728829962587,0.972889498559053,6.43165365531599,1.26223093718245e-10,2.68450627855791e-08
g28933,4112.20730644155,3.42415662409329,0.532503021231445,6.430304594657,1.27348495187756e-10,2.68450627855791e-08
g27284,252.694140469902,7.42811875074896,1.15635691114421,6.4237249582388,1.32979383482702e-10,2.76859792969418e-08
g27252,105.281551303828,8.19041790476486,1.27985514632632,6.39948819854697,1.55898629047718e-10,3.20618839056185e-08
g4142,5991.82697540883,3.24989749063245,0.513252301879914,6.3319686608884,2.42052659380228e-10,4.91804343107008e-08
g5944,145.492289351916,1.95365563191409,0.311062680318965,6.2805850895093,3.37301211284912e-10,6.77172336560566e-08
g18161,56.4070571283589,9.51086099957061,1.51884015054934,6.26192361067796,3.80257216621201e-10,7.54430317776464e-08
g21157,290.27858858005,2.14521633600503,0.34368988473699,6.24172089803185,4.32782687366298e-10,8.48656655784332e-08
g28225,162.230866651722,2.10945480252818,0.340519444326694,6.19481453312948,5.83537012430018e-10,1.13112277903676e-07
g27246,138.274940434491,7.11698658715148,1.14946216292612,6.1915796941364,5.95642086191793e-10,1.14146683426573e-07
g17478,757.472909821617,1.44892819242813,0.234435634679758,6.18049467781373,6.39010507726024e-10,1.21081721374064e-07
g27217,284.393412004685,9.68883883148976,1.57180197362066,6.16415998586097,7.08582753624455e-10,1.32772661745809e-07
g8969,161.79869778389,2.15875892240122,0.350374936794398,6.16128237410998,7.21581875003415e-10,1.33722601539094e-07
g26389,303.194722046747,2.65220278528904,0.434832781004482,6.09936256222989,1.06492277612762e-09,1.9520497496322e-07
g9295,138.485196405387,2.38935440103603,0.392458764835177,6.08816674546561,1.14210889027007e-09,2.07102412102306e-07
g9282,3638.52973874069,1.8090946112041,0.298476550398283,6.06109461125192,1.3519827194688301e-09,2.42551452990663e-07
g26089,2890.82813453085,1.32626653494359,0.220014659324515,6.02808257874936,1.6591627577052202e-09,2.91459591103551e-07
g28794,71.915401534631,-2.91722896045344,0.483912843196415,-6.02841813658864,1.655722272455e-09,2.91459591103551e-07
g24801,714.990708249808,2.51302424832586,0.41784935346126,6.01418723640277,1.8079145358958902e-09,3.13769924069075e-07
g27882,19.2321321243727,5.07772378899933,0.844484715498505,6.01280721345196,1.8233783538169702e-09,3.13769924069075e-07
g23539,8194.33804371009,2.8663652323867,0.477203161125612,6.00659313661211,1.8946216028162703e-09,3.22736350604986e-07
g13257,148.443056145385,-2.64467493677217,0.442104446376639,-5.98201388483459,2.2039547968672303e-09,3.71674936943689e-07
g4132,2915.56340164158,3.05693348176154,0.511478817786054,5.97665704905147,2.2776297715115503e-09,3.80296519472979e-07
g27219,247.44131172135,7.02735569898135,1.17999674685011,5.95540260406665,2.5943236552938303e-09,4.28928177675247e-07
g20788,322.81426448414,2.47477906712209,0.416614299523053,5.94021633428151,2.8464619604010703e-09,4.66045966021394e-07
g2544,264.317793094512,2.25283492922777,0.379594114288081,5.93485210763319,2.9411049169283803e-09,4.76911474221925e-07
g8998,154.920723049489,-2.01296380598945,0.339489750287719,-5.92938020745384,3.0408025586648204e-09,4.88381850945939e-07
g16343,4380.00668118031,2.5110090695142,0.425876774483282,5.89609300145757,3.7220924100686602e-09,5.92163833994319e-07
g27919,101.867962491693,2.88002508297428,0.489530006648395,5.88324524311102,4.02299131144289e-09,6.34053509123111e-07
g10586,2313.69262152956,1.92212039450468,0.327624161230783,5.86684567854784,4.441637119455421e-09,6.93553410949039e-07
g9281,4149.68910477711,1.71192871264037,0.292064688561277,5.86147103600028,4.5878450982146205e-09,7.09811190241205e-07
g3677,898.496961610603,1.35793011611985,0.232062595345392,5.85156825510275,4.86959364003398e-09,7.465529740503e-07
g4492,78.4133210078956,-2.87819338284264,0.492617093436029,-5.84265836730734,5.137430716732461e-09,7.80519203666452e-07
g7098,171.876066604819,3.87641828027784,0.665394132959874,5.82574761071962,5.68574890761875e-09,8.56111335518594e-07
g9279,5983.3073500042,1.7248475021113,0.296255201062319,5.82216783342974,5.80891710452124e-09,8.66916619917223e-07
g12211,1350.4716749089,1.5451166973347,0.265983864977897,5.80906175441542,6.28239149681095e-09,9.29353071949297e-07
